organization_code_iata,organization_code_icao,period_start_date,period_end_date,accounting_period,passenger_load_factor_pct
KC,KZR,2021-03-01,2021-03-31,Month 3,82.710569049346
KC,KZR,2021-04-01,2021-04-30,Month 4,77.4641470752935
KC,KZR,2021-05-01,2021-05-31,Month 5,83.0112519982771
KC,KZR,2021-06-01,2021-06-30,Month 6,86.4976923283365
KC,KZR,2021-07-01,2021-07-31,Month 7,83.3819426859316
KC,KZR,2021-08-01,2021-08-31,Month 8,83.2401614317379
KC,KZR,2021-09-01,2021-09-30,Month 9,78.3610971836732
KC,KZR,2021-10-01,2021-10-31,Month 10,80.8985883352819
KC,KZR,2021-11-01,2021-11-30,Month 11,79.1542728388453
2I,SRU,2021-06-01,2021-06-30,Month 6,0.0
2I,SRU,2021-07-01,2021-07-31,Month 7,0.0
2I,SRU,2021-08-01,2021-08-31,Month 8,0.0
Y8,YZR,2020-01-01,2020-01-31,Month 1,80.5783141380727
Y8,YZR,2020-02-01,2020-02-29,Month 2,50.4848603539007
Y8,YZR,2020-03-01,2020-03-31,Month 3,60.4271480428653
Y8,YZR,2020-04-01,2020-04-30,Month 4,63.6018016867482
Y8,YZR,2020-05-01,2020-05-31,Month 5,67.3057305924281
Y8,YZR,2020-06-01,2020-06-30,Month 6,68.3118634568399
Y8,YZR,2020-07-01,2020-07-31,Month 7,83.8873324752025
Y8,YZR,2020-08-01,2020-08-31,Month 8,86.9720846869623
Y8,YZR,2020-09-01,2020-09-30,Month 9,89.1650188300526
Y8,YZR,2020-10-01,2020-10-31,Month 10,89.673962309761
Y8,YZR,2020-11-01,2020-11-30,Month 11,80.6021996396678
Y8,YZR,2020-12-01,2020-12-31,Month 12,79.7591380645992
UU,REU,2020-01-01,2020-01-31,Month 1,86.6908459747973
UU,REU,2020-02-01,2020-02-29,Month 2,82.4934163420347
UU,REU,2020-03-01,2020-03-31,Month 3,74.114121389597
UU,REU,2020-04-01,2020-04-30,Month 4,38.9271738754026
UU,REU,2020-05-01,2020-05-31,Month 5,49.0406807554137
UU,REU,2020-06-01,2020-06-30,Month 6,66.6188052829274
UU,REU,2020-07-01,2020-07-31,Month 7,79.4092438792638
UU,REU,2020-08-01,2020-08-31,Month 8,82.2774123008267
UU,REU,2020-09-01,2020-09-30,Month 9,69.9782955759919
UU,REU,2020-10-01,2020-10-31,Month 10,74.8990026255253
UU,REU,2020-11-01,2020-11-30,Month 11,55.3642876313562
UU,REU,2020-12-01,2020-12-31,Month 12,72.6359194266192
UU,REU,2021-01-01,2021-01-31,Month 1,77.0396687190331
UU,REU,2021-02-01,2021-02-28,Month 2,50.7440583488172
UU,REU,2021-03-01,2021-03-31,Month 3,46.7048915964881
UU,REU,2021-04-01,2021-04-30,Month 4,41.0033541040454
UU,REU,2021-05-01,2021-05-31,Month 5,59.884735522283
UU,REU,2021-06-01,2021-06-30,Month 6,71.1241495583672
UU,REU,2021-07-01,2021-07-31,Month 7,82.488319955489
TV,TBA,2020-01-01,2020-01-31,Month 1,73.7770394043472
TV,TBA,2020-02-01,2020-02-29,Month 2,43.6468343486341
TV,TBA,2020-03-01,2020-03-31,Month 3,48.3923019735063
TV,TBA,2020-04-01,2020-04-30,Month 4,66.8506888015847
TV,TBA,2020-05-01,2020-05-31,Month 5,72.4356323590223
TV,TBA,2020-06-01,2020-06-30,Month 6,73.8231088556324
TV,TBA,2020-07-01,2020-07-31,Month 7,74.3310389248571
TV,TBA,2020-08-01,2020-08-31,Month 8,73.97635167135
TV,TBA,2020-09-01,2020-09-30,Month 9,76.4844268872733
TV,TBA,2020-10-01,2020-10-31,Month 10,76.5465481726151
TV,TBA,2020-11-01,2020-11-30,Month 11,73.4535788874122
TG,THA,2020-01-01,2020-01-31,Month 1,82.7691490773928
TG,THA,2020-02-01,2020-02-29,Month 2,70.7606734816597
TG,THA,2020-03-01,2020-03-31,Month 3,54.0820734341253
TG,THA,2020-04-01,2020-04-30,Month 4,5.29411764705882
TG,THA,2020-05-01,2020-05-31,Month 5,3.7037037037037
TG,THA,2020-06-01,2020-06-30,Month 6,6.77083333333333
TG,THA,2020-07-01,2020-07-31,Month 7,7.79220779220779
TG,THA,2020-08-01,2020-08-31,Month 8,19.0909090909091
TG,THA,2020-09-01,2020-09-30,Month 9,21.5139442231076
TG,THA,2020-10-01,2020-10-31,Month 10,16.1870503597122
TG,THA,2020-11-01,2020-11-30,Month 11,14.0845070422535
TG,THA,2020-12-01,2020-12-31,Month 12,11.9587501474413
TG,THA,2021-01-01,2021-01-31,Month 1,10.9682248387916
TG,THA,2021-02-01,2021-02-28,Month 2,6.88083477840153
TG,THA,2021-03-01,2021-03-31,Month 3,6.03911835040396
TG,THA,2021-04-01,2021-04-30,Month 4,7.56640034995127
TG,THA,2021-05-01,2021-05-31,Month 5,7.08109353072309
TG,THA,2021-06-01,2021-06-30,Month 6,7.27704419904715
TG,THA,2021-07-01,2021-07-31,Month 7,8.64807405531621
TG,THA,2021-08-01,2021-08-31,Month 8,9.06758088930028
TG,THA,2021-09-01,2021-09-30,Month 9,7.26661269264185
TG,THA,2021-10-01,2021-10-31,Month 10,6.89207765502687
GS,GCR,2020-01-01,2020-01-31,Month 1,77.0707790861189
GS,GCR,2020-02-01,2020-02-29,Month 2,39.9769238078432
GS,GCR,2020-03-01,2020-03-31,Month 3,58.1625747182647
GS,GCR,2020-04-01,2020-04-30,Month 4,62.2004579840773
GS,GCR,2020-05-01,2020-05-31,Month 5,73.4987513751842
GS,GCR,2020-06-01,2020-06-30,Month 6,73.336284144257
GS,GCR,2020-07-01,2020-07-31,Month 7,80.5490492472174
GS,GCR,2020-08-01,2020-08-31,Month 8,81.0676672818149
GS,GCR,2020-09-01,2020-09-30,Month 9,82.8528821597189
GS,GCR,2020-10-01,2020-10-31,Month 10,81.7643871338007
GS,GCR,2020-11-01,2020-11-30,Month 11,72.6944508569615
GS,GCR,2020-12-01,2020-12-31,Month 12,69.6533348340145
TV,TBA,2020-12-01,2020-12-31,Month 12,69.5292296344391
U6,SVR,2020-03-01,2020-03-31,Month 3,67.8
U6,SVR,2020-04-01,2020-04-30,Month 4,32.7
U6,SVR,2020-05-01,2020-05-31,Month 5,34.1
U6,SVR,2020-06-01,2020-06-30,Month 6,55.3
U6,SVR,2020-07-01,2020-07-31,Month 7,71.5
U6,SVR,2020-08-01,2020-08-31,Month 8,82.7
U6,SVR,2020-09-01,2020-09-30,Month 9,81.0
U6,SVR,2020-10-01,2020-10-31,Month 10,73.5
U6,SVR,2020-11-01,2020-11-30,Month 11,64.1
U6,SVR,2020-12-01,2020-12-31,Month 12,65.4
U6,SVR,2021-01-01,2021-01-31,Month 1,70.5
U6,SVR,2021-02-01,2021-02-28,Month 2,75.4
UJ,JUS,2020-12-01,2020-12-31,Month 12,0.0
UJ,JUS,2021-01-01,2021-01-31,Month 1,0.0
UJ,JUS,2021-02-01,2021-02-28,Month 2,0.0
UJ,JUS,2021-03-01,2021-03-31,Month 3,0.0
UJ,JUS,2021-04-01,2021-04-30,Month 4,0.0
UJ,JUS,2021-05-01,2021-05-31,Month 5,0.0
UJ,JUS,2021-06-01,2021-06-30,Month 6,0.0
UT,UTA,2020-01-01,2020-01-31,Month 1,81.3
UT,UTA,2020-02-01,2020-02-29,Month 2,82.1
UT,UTA,2020-03-01,2020-03-31,Month 3,75.8
UT,UTA,2020-04-01,2020-04-30,Month 4,52.0
UT,UTA,2020-05-01,2020-05-31,Month 5,52.3
UT,UTA,2020-06-01,2020-06-30,Month 6,61.0
UT,UTA,2020-07-01,2020-07-31,Month 7,75.1
UT,UTA,2020-08-01,2020-08-31,Month 8,86.2
UT,UTA,2020-09-01,2020-09-30,Month 9,86.2
UT,UTA,2020-10-01,2020-10-31,Month 10,83.9
UT,UTA,2020-11-01,2020-11-30,Month 11,80.5
UT,UTA,2020-12-01,2020-12-31,Month 12,77.0
VH,VVC,2020-01-01,2020-01-31,Month 1,0.0
VH,VVC,2020-02-01,2020-02-29,Month 2,0.0
VH,VVC,2020-03-01,2020-03-31,Month 3,0.0
VH,VVC,2020-04-01,2020-04-30,Month 4,0.0
VH,VVC,2020-05-01,2020-05-31,Month 5,0.0
VH,VVC,2020-06-01,2020-06-30,Month 6,0.0
VH,VVC,2020-07-01,2020-07-31,Month 7,0.0
VH,VVC,2020-08-01,2020-08-31,Month 8,0.0
VH,VVC,2020-09-01,2020-09-30,Month 9,0.0
VH,VVC,2020-10-01,2020-10-31,Month 10,0.0
VH,VVC,2020-11-01,2020-11-30,Month 11,0.0
VH,VVC,2020-12-01,2020-12-31,Month 12,0.0
VH,VVC,2021-01-01,2021-01-31,Month 1,0.0
U6,SVR,2020-01-01,2020-01-31,Month 1,75.0
U6,SVR,2020-02-01,2020-02-29,Month 2,74.8
YC,LLM,2020-08-01,2020-08-31,Month 8,70.9
YC,LLM,2020-09-01,2020-09-30,Month 9,66.1
YC,LLM,2020-10-01,2020-10-31,Month 10,55.8
YC,LLM,2020-11-01,2020-11-30,Month 11,46.6
YC,LLM,2020-12-01,2020-12-31,Month 12,56.0
YC,LLM,2021-01-01,2021-01-31,Month 1,57.2
YC,LLM,2021-02-01,2021-02-28,Month 2,50.3
YC,LLM,2021-03-01,2021-03-31,Month 3,58.2
YC,LLM,2021-04-01,2021-04-30,Month 4,59.1
YC,LLM,2021-05-01,2021-05-31,Month 5,58.0
U6,SVR,2021-03-01,2021-03-31,Month 3,80.0
U6,SVR,2021-04-01,2021-04-30,Month 4,72.8
U6,SVR,2021-05-01,2021-05-31,Month 5,71.9
U6,SVR,2021-06-01,2021-06-30,Month 6,78.4
U6,SVR,2021-07-01,2021-07-31,Month 7,86.2
U6,SVR,2021-08-01,2021-08-31,Month 8,87.9
U6,SVR,2021-09-01,2021-09-30,Month 9,83.6
UJ,JUS,2020-01-01,2020-01-31,Month 1,0.0
UJ,JUS,2020-02-01,2020-02-29,Month 2,0.0
UJ,JUS,2020-03-01,2020-03-31,Month 3,0.0
UJ,JUS,2020-04-01,2020-04-30,Month 4,0.0
UJ,JUS,2020-05-01,2020-05-31,Month 5,0.0
UJ,JUS,2020-06-01,2020-06-30,Month 6,0.0
UJ,JUS,2020-07-01,2020-07-31,Month 7,0.0
UJ,JUS,2020-08-01,2020-08-31,Month 8,0.0
UJ,JUS,2020-09-01,2020-09-30,Month 9,0.0
UJ,JUS,2020-10-01,2020-10-31,Month 10,0.0
UJ,JUS,2020-11-01,2020-11-30,Month 11,0.0
UT,UTA,2021-01-01,2021-01-31,Month 1,78.8
UT,UTA,2021-02-01,2021-02-28,Month 2,80.2
UT,UTA,2021-03-01,2021-03-31,Month 3,83.3
UT,UTA,2021-04-01,2021-04-30,Month 4,79.6
UT,UTA,2021-05-01,2021-05-31,Month 5,76.7
UT,UTA,2021-06-01,2021-06-30,Month 6,80.4
UT,UTA,2021-07-01,2021-07-31,Month 7,88.7
UT,UTA,2021-08-01,2021-08-31,Month 8,86.5
UT,UTA,2021-09-01,2021-09-30,Month 9,82.9
VH,VVC,2021-02-01,2021-02-28,Month 2,0.0
VH,VVC,2021-03-01,2021-03-31,Month 3,0.0
VH,VVC,2021-04-01,2021-04-30,Month 4,0.0
VH,VVC,2021-05-01,2021-05-31,Month 5,0.0
VH,VVC,2021-06-01,2021-06-30,Month 6,0.0
VH,VVC,2021-07-01,2021-07-31,Month 7,0.0
VH,VVC,2021-08-01,2021-08-31,Month 8,0.0
VH,VVC,2021-09-01,2021-09-30,Month 9,0.0
VH,VVC,2021-10-01,2021-10-31,Month 10,0.0
7W,WRC,2021-03-01,2021-03-31,Month 3,83.4961648117
7W,WRC,2021-04-01,2021-04-30,Month 4,87.4096543459536
7W,WRC,2021-05-01,2021-05-31,Month 5,84.1747978321365
PN,CHB,2020-01-01,2020-01-31,Month 1,84.4404567982669
PN,CHB,2020-02-01,2020-02-29,Month 2,52.556557553044
PN,CHB,2020-03-01,2020-03-31,Month 3,62.2669565970189
PN,CHB,2020-04-01,2020-04-30,Month 4,78.5702493931333
PN,CHB,2020-05-01,2020-05-31,Month 5,83.3639098766133
PN,CHB,2020-06-01,2020-06-30,Month 6,84.0730287742334
PN,CHB,2020-07-01,2020-07-31,Month 7,86.4698108863015
PN,CHB,2020-08-01,2020-08-31,Month 8,89.4105871605588
PN,CHB,2020-09-01,2020-09-30,Month 9,90.2534370283622
PN,CHB,2020-10-01,2020-10-31,Month 10,90.2550675107221
PN,CHB,2020-11-01,2020-11-30,Month 11,85.4796869933469
PN,CHB,2020-12-01,2020-12-31,Month 12,81.438536834267
7W,WRC,2020-01-01,2020-01-31,Month 1,94.4691130916511
7W,WRC,2020-02-01,2020-02-29,Month 2,94.1687421991043
7W,WRC,2020-03-01,2020-03-31,Month 3,75.8293039469245
7W,WRC,2020-04-01,2020-04-30,Month 4,4.57104255798244
7W,WRC,2020-05-01,2020-05-31,Month 5,19.4293042641872
7W,WRC,2020-06-01,2020-06-30,Month 6,48.9077581827419
7W,WRC,2020-07-01,2020-07-31,Month 7,71.0827754992568
7W,WRC,2020-08-01,2020-08-31,Month 8,84.5475424896647
7W,WRC,2020-09-01,2020-09-30,Month 9,84.58514176931
7W,WRC,2020-10-01,2020-10-31,Month 10,83.3919331298925
7W,WRC,2020-11-01,2020-11-30,Month 11,76.4410840411961
7W,WRC,2020-12-01,2020-12-31,Month 12,84.6574754112442
7W,WRC,2021-01-01,2021-01-31,Month 1,85.3574407451171
7W,WRC,2021-02-01,2021-02-28,Month 2,85.9407423903471
YC,LLM,2020-01-01,2020-01-31,Month 1,63.4
YC,LLM,2020-02-01,2020-02-29,Month 2,62.5
YC,LLM,2020-03-01,2020-03-31,Month 3,60.6
YC,LLM,2020-04-01,2020-04-30,Month 4,40.6
YC,LLM,2020-05-01,2020-05-31,Month 5,48.6
YC,LLM,2020-06-01,2020-06-30,Month 6,52.8
YC,LLM,2020-07-01,2020-07-31,Month 7,66.5
YC,LLM,2021-08-01,2021-08-31,Month 8,80.5
YC,LLM,2021-09-01,2021-09-30,Month 9,77.1
NY,FXI,2020-01-01,2020-01-31,Month 1,71.0
NY,FXI,2020-02-01,2020-02-29,Month 2,70.0
NY,FXI,2020-03-01,2020-03-31,Month 3,56.6
NY,FXI,2020-04-01,2020-04-30,Month 4,46.2
NY,FXI,2020-05-01,2020-05-31,Month 5,74.0
NY,FXI,2020-06-01,2020-06-30,Month 6,72.0
NY,FXI,2020-07-01,2020-07-31,Month 7,76.5
NY,FXI,2020-08-01,2020-08-31,Month 8,65.0
NY,FXI,2020-09-01,2020-09-30,Month 9,66.0
NY,FXI,2020-10-01,2020-10-31,Month 10,53.0
NY,FXI,2020-11-01,2020-11-30,Month 11,59.5
NY,FXI,2020-12-01,2020-12-31,Month 12,61.0
NY,FXI,2021-01-01,2021-01-31,Month 1,59.6
NY,FXI,2021-02-01,2021-02-28,Month 2,65.8
NY,FXI,2021-03-01,2021-03-31,Month 3,63.2
NY,FXI,2021-04-01,2021-04-30,Month 4,62.0
NY,FXI,2021-05-01,2021-05-31,Month 5,72.3
NY,FXI,2021-06-01,2021-06-30,Month 6,72.7
NY,FXI,2021-07-01,2021-07-31,Month 7,76.5
NY,FXI,2021-08-01,2021-08-31,Month 8,67.5
NY,FXI,2021-09-01,2021-09-30,Month 9,71.2
NY,FXI,2021-10-01,2021-10-31,Month 10,74.5
NY,FXI,2021-11-01,2021-11-30,Month 11,79.2
AI,AIC,2020-01-01,2020-01-31,Month 1,82.3892608457344
AI,AIC,2020-02-01,2020-02-29,Month 2,80.6870768536001
AI,AIC,2020-03-01,2020-03-31,Month 3,68.998060555786
AI,AIC,2020-04-01,2020-04-30,Month 4,4.37096774193548
AI,AIC,2020-05-01,2020-05-31,Month 5,55.3586322393669
AI,AIC,2020-06-01,2020-06-30,Month 6,71.8503582455231
AI,AIC,2020-07-01,2020-07-31,Month 7,61.7648534188993
AI,AIC,2020-08-01,2020-08-31,Month 8,65.9118780834602
AI,AIC,2020-09-01,2020-09-30,Month 9,54.3841933868978
AI,AIC,2020-10-01,2020-10-31,Month 10,57.4428451441954
AI,AIC,2020-11-01,2020-11-30,Month 11,59.9990727959212
AI,AIC,2020-12-01,2020-12-31,Month 12,70.4966455064105
AI,AIC,2021-01-01,2021-01-31,Month 1,71.2266751086399
AI,AIC,2021-02-01,2021-02-28,Month 2,75.0550574909121
AI,AIC,2021-03-01,2021-03-31,Month 3,72.1675389851988
AI,AIC,2021-04-01,2021-04-30,Month 4,60.3299606460336
AI,AIC,2021-05-01,2021-05-31,Month 5,38.7013461858109
AI,AIC,2021-06-01,2021-06-30,Month 6,50.4844586916593
AI,AIC,2021-07-01,2021-07-31,Month 7,62.0672060236719
AI,AIC,2021-08-01,2021-08-31,Month 8,66.1321228607176
AI,AIC,2021-09-01,2021-09-30,Month 9,62.8114226848827
IX,AXB,2020-01-01,2020-01-31,Month 1,89.0806659125518
IX,AXB,2020-02-01,2020-02-29,Month 2,81.6905745060598
IX,AXB,2020-03-01,2020-03-31,Month 3,71.5762073966329
IX,AXB,2020-04-01,2020-04-30,Month 4,0.0
IX,AXB,2020-05-01,2020-05-31,Month 5,45.24583802243
IX,AXB,2020-06-01,2020-06-30,Month 6,51.4164256705333
IX,AXB,2020-07-01,2020-07-31,Month 7,59.3327404850376
IX,AXB,2020-08-01,2020-08-31,Month 8,63.5600125301948
IX,AXB,2020-09-01,2020-09-30,Month 9,63.0681878692393
IX,AXB,2020-10-01,2020-10-31,Month 10,60.1905143777226
IX,AXB,2020-11-01,2020-11-30,Month 11,64.2528630433345
IX,AXB,2020-12-01,2020-12-31,Month 12,72.9526203263332
IX,AXB,2021-01-01,2021-01-31,Month 1,68.995437769958
IX,AXB,2021-02-01,2021-02-28,Month 2,66.5197432847964
IX,AXB,2021-03-01,2021-03-31,Month 3,69.3908357474507
IX,AXB,2021-04-01,2021-04-30,Month 4,52.844661523159
IX,AXB,2021-05-01,2021-05-31,Month 5,24.3937153370826
IX,AXB,2021-06-01,2021-06-30,Month 6,38.2874203215675
IX,AXB,2021-07-01,2021-07-31,Month 7,40.7639925850846
IX,AXB,2021-08-01,2021-08-31,Month 8,52.1556018532794
IX,AXB,2021-09-01,2021-09-30,Month 9,62.6293305907686
P9,MGE,2020-01-01,2020-01-31,Month 1,0.0
NT,IBB,2020-12-01,2020-12-31,Month 12,48.7254764900508
NT,IBB,2021-01-01,2021-01-31,Month 1,39.6999682947586
NT,IBB,2021-02-01,2021-02-28,Month 2,47.530229598081
NT,IBB,2021-03-01,2021-03-31,Month 3,49.4222061723937
NT,IBB,2021-04-01,2021-04-30,Month 4,46.575792178133
NT,IBB,2021-05-01,2021-05-31,Month 5,58.3547992610517
NT,IBB,2021-06-01,2021-06-30,Month 6,67.120650831699
P9,MGE,2020-02-01,2020-02-29,Month 2,0.0
P9,MGE,2020-03-01,2020-03-31,Month 3,0.0
P9,MGE,2020-04-01,2020-04-30,Month 4,0.0
P9,MGE,2020-05-01,2020-05-31,Month 5,0.0
P9,MGE,2020-06-01,2020-06-30,Month 6,0.0
P9,MGE,2020-07-01,2020-07-31,Month 7,0.0
P9,MGE,2020-08-01,2020-08-31,Month 8,0.0
P9,MGE,2020-09-01,2020-09-30,Month 9,0.0
P9,MGE,2020-10-01,2020-10-31,Month 10,0.0
P9,MGE,2020-11-01,2020-11-30,Month 11,0.0
P9,MGE,2020-12-01,2020-12-31,Month 12,0.0
P9,MGE,2021-01-01,2021-01-31,Month 1,0.0
P9,MGE,2021-02-01,2021-02-28,Month 2,0.0
P9,MGE,2021-03-01,2021-03-31,Month 3,0.0
P9,MGE,2021-04-01,2021-04-30,Month 4,0.0
P9,MGE,2021-05-01,2021-05-31,Month 5,0.0
P9,MGE,2021-06-01,2021-06-30,Month 6,0.0
NX,AMU,2020-01-01,2020-01-31,Month 1,74.7597991734256
NX,AMU,2020-02-01,2020-02-29,Month 2,37.7732082620951
NX,AMU,2020-03-01,2020-03-31,Month 3,24.1841015051753
NX,AMU,2020-04-01,2020-04-30,Month 4,4.34064637886294
NX,AMU,2020-05-01,2020-05-31,Month 5,2.80780693040379
NX,AMU,2020-06-01,2020-06-30,Month 6,2.61686866188474
NX,AMU,2020-07-01,2020-07-31,Month 7,6.24308781243088
NX,AMU,2020-08-01,2020-08-31,Month 8,9.96058642128003
NX,AMU,2020-09-01,2020-09-30,Month 9,16.3945818350283
NX,AMU,2020-10-01,2020-10-31,Month 10,42.2369385045103
NX,AMU,2020-11-01,2020-11-30,Month 11,47.6612238559945
NX,AMU,2020-12-01,2020-12-31,Month 12,55.3460086063054
KP,SKK,2020-01-01,2020-01-31,Month 1,53.040907403126
KP,SKK,2020-02-01,2020-02-29,Month 2,51.6874419378545
KP,SKK,2020-03-01,2020-03-31,Month 3,46.9082256558537
KP,SKK,2020-08-01,2020-08-31,Month 8,45.8973077197743
KP,SKK,2020-09-01,2020-09-30,Month 9,46.6573673004919
KP,SKK,2020-10-01,2020-10-31,Month 10,53.9578471236436
KM,AMC,2020-01-01,2020-01-31,Month 1,59.3251997408767
KM,AMC,2020-02-01,2020-02-29,Month 2,65.9436108366461
KM,AMC,2020-03-01,2020-03-31,Month 3,45.5712331809733
KM,AMC,2020-04-01,2020-04-30,Month 4,9.17124113000402
KM,AMC,2020-05-01,2020-05-31,Month 5,10.1033405431387
KM,AMC,2020-06-01,2020-06-30,Month 6,10.7533278798245
KM,AMC,2020-07-01,2020-07-31,Month 7,55.7745010543608
KM,AMC,2020-08-01,2020-08-31,Month 8,56.9543884948823
KM,AMC,2020-09-01,2020-09-30,Month 9,36.4687745831959
KP,SKK,2020-11-01,2020-11-30,Month 11,59.239549988163
KP,SKK,2020-12-01,2020-12-31,Month 12,59.3704842713698
KM,AMC,2020-10-01,2020-10-31,Month 10,36.7248037234995
KM,AMC,2020-11-01,2020-11-30,Month 11,23.8830150866711
KM,AMC,2020-12-01,2020-12-31,Month 12,37.8896857203122
KM,AMC,2021-01-01,2021-01-31,Month 1,38.2590504163261
KM,AMC,2021-02-01,2021-02-28,Month 2,32.9642545771578
KM,AMC,2021-03-01,2021-03-31,Month 3,35.7148046789857
KM,AMC,2021-04-01,2021-04-30,Month 4,35.7148046789857
KM,AMC,2021-05-01,2021-05-31,Month 5,55.0302702540298
5O,FPO,2020-01-01,2020-01-31,Month 1,78.9700722394221
5O,FPO,2020-02-01,2020-02-29,Month 2,78.0247405613379
5O,FPO,2020-03-01,2020-03-31,Month 3,64.9825835839114
5O,FPO,2020-04-01,2020-04-30,Month 4,3.40226817878586
5O,FPO,2020-05-01,2020-05-31,Month 5,36.1401839517919
5O,FPO,2020-06-01,2020-06-30,Month 6,48.4340044742729
5O,FPO,2020-07-01,2020-07-31,Month 7,63.7401602723211
5O,FPO,2020-08-01,2020-08-31,Month 8,72.1426377370082
5O,FPO,2020-09-01,2020-09-30,Month 9,73.4353211385448
5O,FPO,2020-10-01,2020-10-31,Month 10,70.5166877493432
5O,FPO,2020-11-01,2020-11-30,Month 11,56.5785177930134
5O,FPO,2020-12-01,2020-12-31,Month 12,52.6489286555216
NZ,ANZ,2020-01-01,2020-01-31,Month 1,84.8484848484848
NZ,ANZ,2020-02-01,2020-02-29,Month 2,79.3838862559242
NZ,ANZ,2020-03-01,2020-03-31,Month 3,72.5644504748982
NZ,ANZ,2020-04-01,2020-04-30,Month 4,25.8620689655172
NZ,ANZ,2020-05-01,2020-05-31,Month 5,34.3478260869565
NZ,ANZ,2020-06-01,2020-06-30,Month 6,59.0664272890485
NZ,ANZ,2020-07-01,2020-07-31,Month 7,57.1592210767468
NZ,ANZ,2020-08-01,2020-08-31,Month 8,36.4902506963788
NZ,ANZ,2020-09-01,2020-09-30,Month 9,46.7583497053045
NZ,ANZ,2020-10-01,2020-10-31,Month 10,59.4086021505376
NZ,ANZ,2020-11-01,2020-11-30,Month 11,58.6206896551724
NZ,ANZ,2020-12-01,2020-12-31,Month 12,62.7601314348302
NZ,ANZ,2021-01-01,2021-01-31,Month 1,58.695652173913
NZ,ANZ,2021-02-01,2021-02-28,Month 2,56.2314540059347
NZ,ANZ,2021-03-01,2021-03-31,Month 3,58.5131894484413
NZ,ANZ,2021-04-01,2021-04-30,Month 4,61.9957537154989
NZ,ANZ,2021-05-01,2021-05-31,Month 5,61.0045662100457
NZ,ANZ,2021-06-01,2021-06-30,Month 6,65.1245551601424
NZ,ANZ,2021-07-01,2021-07-31,Month 7,70.9030100334448
NZ,ANZ,2021-08-01,2021-08-31,Month 8,62.9432624113475
NZ,ANZ,2021-09-01,2021-09-30,Month 9,43.6260623229462
NZ,ANZ,2021-10-01,2021-10-31,Month 10,50.2793296089386
YW,ANE,2020-01-01,2020-01-31,Month 1,72.7527720415116
YW,ANE,2020-02-01,2020-02-29,Month 2,77.0272453911871
YW,ANE,2020-03-01,2020-03-31,Month 3,57.1412375440062
YW,ANE,2020-04-01,2020-04-30,Month 4,0.0
YW,ANE,2020-05-01,2020-05-31,Month 5,26.2616822429907
YW,ANE,2020-06-01,2020-06-30,Month 6,62.8368212282861
YW,ANE,2020-07-01,2020-07-31,Month 7,55.6013503717665
YW,ANE,2020-08-01,2020-08-31,Month 8,56.5954685629043
YW,ANE,2020-09-01,2020-09-30,Month 9,52.8672147187651
YW,ANE,2020-10-01,2020-10-31,Month 10,53.284607684009
YW,ANE,2020-11-01,2020-11-30,Month 11,47.2624493720679
YW,ANE,2020-12-01,2020-12-31,Month 12,52.2837579837603
YW,ANE,2021-01-01,2021-01-31,Month 1,51.1995203561192
YW,ANE,2021-02-01,2021-02-28,Month 2,54.5953391407937
YW,ANE,2021-03-01,2021-03-31,Month 3,64.6520251543475
YW,ANE,2021-04-01,2021-04-30,Month 4,57.7735074578088
YW,ANE,2021-05-01,2021-05-31,Month 5,66.5820722315348
YW,ANE,2021-06-01,2021-06-30,Month 6,61.6260814193492
YV,ASH,2020-01-01,2020-01-31,Month 1,78.1765856249742
YV,ASH,2020-02-01,2020-02-29,Month 2,79.7235937752266
YV,ASH,2020-03-01,2020-03-31,Month 3,52.0051266563893
YV,ASH,2020-04-01,2020-04-30,Month 4,16.6787785489565
YV,ASH,2020-05-01,2020-05-31,Month 5,44.5324349864866
YV,ASH,2020-06-01,2020-06-30,Month 6,66.730123722163
YV,ASH,2020-07-01,2020-07-31,Month 7,58.8521382639727
YV,ASH,2020-08-01,2020-08-31,Month 8,58.1697405116822
YV,ASH,2020-09-01,2020-09-30,Month 9,71.0556101244746
YV,ASH,2020-10-01,2020-10-31,Month 10,78.1768110035135
YV,ASH,2020-11-01,2020-11-30,Month 11,71.6358690831049
YV,ASH,2020-12-01,2020-12-31,Month 12,68.6414042971149
YV,ASH,2021-01-01,2021-01-31,Month 1,59.9940385435378
YV,ASH,2021-02-01,2021-02-28,Month 2,63.691582889026
YV,ASH,2021-03-01,2021-03-31,Month 3,75.5879055821586
YV,ASH,2021-04-01,2021-04-30,Month 4,82.6694845184057
YV,ASH,2021-05-01,2021-05-31,Month 5,82.3394674306242
YV,ASH,2021-06-01,2021-06-30,Month 6,85.5570292226608
3M,SIL,2020-01-01,2020-01-31,Month 1,57.4840497770371
3M,SIL,2020-02-01,2020-02-29,Month 2,65.2633124353984
3M,SIL,2020-03-01,2020-03-31,Month 3,45.6415731002731
3M,SIL,2020-04-01,2020-04-30,Month 4,17.4385197856159
3M,SIL,2020-05-01,2020-05-31,Month 5,21.1982686891802
3M,SIL,2020-06-01,2020-06-30,Month 6,54.7653376463536
3M,SIL,2020-07-01,2020-07-31,Month 7,41.7234362871827
3M,SIL,2020-08-01,2020-08-31,Month 8,41.5281823859892
3M,SIL,2020-09-01,2020-09-30,Month 9,57.1054618928663
3M,SIL,2020-10-01,2020-10-31,Month 10,58.4929293215141
3M,SIL,2020-11-01,2020-11-30,Month 11,58.4991402765464
