organization_code_iata,organization_code_icao,period_start_date,period_end_date,accounting_period,passenger_load_factor_pct
QR,QTR,2019-07-01,2019-07-31,Month 7,79.5260358508888
QR,QTR,2019-08-01,2019-08-31,Month 8,80.7631652199357
QR,QTR,2019-09-01,2019-09-30,Month 9,70.5610586841413
QR,QTR,2019-10-01,2019-10-31,Month 10,68.4704933288948
QR,QTR,2019-11-01,2019-11-30,Month 11,67.089247961341
QR,QTR,2019-12-01,2019-12-31,Month 12,72.4490266487211
7R,RLU,2019-01-01,2019-01-31,Month 1,62.2
7R,RLU,2019-02-01,2019-02-28,Month 2,57.7452973288724
7R,RLU,2019-03-01,2019-03-31,Month 3,59.8
7R,RLU,2019-04-01,2019-04-30,Month 4,62.1128710555476
FR,RYR,2019-01-01,2019-01-31,Month 1,91.0
FR,RYR,2019-02-01,2019-02-28,Month 2,96.0
FR,RYR,2019-03-01,2019-03-31,Month 3,96.0
FR,RYR,2019-04-01,2019-04-30,Month 4,96.0
FR,RYR,2019-05-01,2019-05-31,Month 5,96.0
FR,RYR,2019-06-01,2019-06-30,Month 6,97.0
FR,RYR,2019-07-01,2019-07-31,Month 7,97.0
FR,RYR,2019-08-01,2019-08-31,Month 8,97.0
FR,RYR,2019-09-01,2019-09-30,Month 9,96.0
FR,RYR,2019-10-01,2019-10-31,Month 10,96.0
FR,RYR,2019-11-01,2019-11-30,Month 11,96.0
FR,RYR,2019-12-01,2019-12-31,Month 12,95.0
SP,SAT,2019-01-01,2019-01-31,Month 1,67.7900068179605
SP,SAT,2019-02-01,2019-02-28,Month 2,73.6692353289864
SP,SAT,2019-03-01,2019-03-31,Month 3,76.1048254520839
SP,SAT,2019-04-01,2019-04-30,Month 4,78.561293984109
SP,SAT,2019-05-01,2019-05-31,Month 5,82.0460006865774
SP,SAT,2019-06-01,2019-06-30,Month 6,79.341921465156
SP,SAT,2019-07-01,2019-07-31,Month 7,84.3866980064421
SQ,SIA,2019-01-01,2019-01-31,Month 1,83.4830964130515
SQ,SIA,2019-02-01,2019-02-28,Month 2,80.4031927957429
SQ,SIA,2019-03-01,2019-03-31,Month 3,80.9894385769872
SQ,SIA,2019-04-01,2019-04-30,Month 4,83.1473643709119
SQ,SIA,2019-05-01,2019-05-31,Month 5,79.8116485325043
SQ,SIA,2019-06-01,2019-06-30,Month 6,86.7372762208267
SQ,SIA,2019-07-01,2019-07-31,Month 7,85.9404481661845
SQ,SIA,2019-08-01,2019-08-31,Month 8,86.2833453496756
SQ,SIA,2019-09-01,2019-09-30,Month 9,85.3765201775363
SQ,SIA,2019-10-01,2019-10-31,Month 10,84.4461508241219
SQ,SIA,2019-11-01,2019-11-30,Month 11,84.7353154459753
5N,AUL,2019-08-01,2019-08-31,Month 8,88.4
5N,AUL,2019-09-01,2019-09-30,Month 9,84.6
5N,AUL,2019-10-01,2019-10-31,Month 10,83.6
5N,AUL,2019-11-01,2019-11-30,Month 11,80.7
5N,AUL,2019-12-01,2019-12-31,Month 12,77.1
SP,SAT,2019-08-01,2019-08-31,Month 8,89.4542011019284
SP,SAT,2019-09-01,2019-09-30,Month 9,74.2128570733369
SP,SAT,2019-10-01,2019-10-31,Month 10,71.9310538116592
SP,SAT,2019-11-01,2019-11-30,Month 11,75.3698954428882
SP,SAT,2019-12-01,2019-12-31,Month 12,67.3458614864865
TR,TGW,2019-01-01,2019-01-31,Month 1,84.3717311715481
TR,TGW,2019-02-01,2019-02-28,Month 2,85.3058269996381
TR,TGW,2019-03-01,2019-03-31,Month 3,85.5067567567568
TR,TGW,2019-04-01,2019-04-30,Month 4,86.7702936096718
TR,TGW,2019-05-01,2019-05-31,Month 5,85.3367125271542
TR,TGW,2019-06-01,2019-06-30,Month 6,86.1308918277382
TR,TGW,2019-07-01,2019-07-31,Month 7,86.8780772220783
TR,TGW,2019-08-01,2019-08-31,Month 8,88.5880077369439
TR,TGW,2019-09-01,2019-09-30,Month 9,85.1775249913823
TR,TGW,2019-10-01,2019-10-31,Month 10,85.5881314023313
TR,TGW,2019-11-01,2019-11-30,Month 11,86.664357464496
TR,TGW,2019-12-01,2019-12-31,Month 12,88.7019230769231
SQ,SIA,2019-12-01,2019-12-31,Month 12,87.5383408853259
H2,SKU,2019-01-01,2019-01-31,Month 1,83.9093937732431
H2,SKU,2019-02-01,2019-02-28,Month 2,83.0379841301516
H2,SKU,2019-03-01,2019-03-31,Month 3,81.86648174604
H2,SKU,2019-04-01,2019-04-30,Month 4,87.3935474636809
H2,SKU,2019-05-01,2019-05-31,Month 5,82.6657605770834
H2,SKU,2019-06-01,2019-06-30,Month 6,82.1331238612684
H2,SKU,2019-07-01,2019-07-31,Month 7,84.9436541658969
H2,SKU,2019-08-01,2019-08-31,Month 8,85.7965451055662
H2,SKU,2019-09-01,2019-09-30,Month 9,84.1904761904762
H2,SKU,2019-10-01,2019-10-31,Month 10,77.1375464684015
H2,SKU,2019-11-01,2019-11-30,Month 11,78.9115646258503
H2,SKU,2019-12-01,2019-12-31,Month 12,85.7142857142857
BC,SKY,2019-01-01,2019-01-31,Month 1,75.402979037473
BC,SKY,2019-02-01,2019-02-28,Month 2,84.2504335260116
BC,SKY,2019-03-01,2019-03-31,Month 3,99.1762383837276
BC,SKY,2019-04-01,2019-04-30,Month 4,77.4666666666667
BC,SKY,2019-05-01,2019-05-31,Month 5,80.6122448979592
BC,SKY,2019-06-01,2019-06-30,Month 6,82.313829787234
BC,SKY,2019-07-01,2019-07-31,Month 7,81.973203410475
BC,SKY,2019-08-01,2019-08-31,Month 8,89.7836538461539
BC,SKY,2019-09-01,2019-09-30,Month 9,87.920298879203
BC,SKY,2019-10-01,2019-10-31,Month 10,85.1698511166253
BC,SKY,2019-11-01,2019-11-30,Month 11,84.5268542199489
BC,SKY,2019-12-01,2019-12-31,Month 12,78.6864931846344
5N,AUL,2019-01-01,2019-01-31,Month 1,79.4
5N,AUL,2019-02-01,2019-02-28,Month 2,78.2317360494153
5N,AUL,2019-03-01,2019-03-31,Month 3,81.2130386626573
5N,AUL,2019-04-01,2019-04-30,Month 4,81.4436116279245
5N,AUL,2019-05-01,2019-05-31,Month 5,86.7
5N,AUL,2019-06-01,2019-06-30,Month 6,84.2
5N,AUL,2019-07-01,2019-07-31,Month 7,87.3
WN,SWA,2019-01-01,2019-01-31,Month 1,76.2262042799132
WN,SWA,2019-02-01,2019-02-28,Month 2,80.8065089050099
WN,SWA,2019-03-01,2019-03-31,Month 3,85.6868904120978
WN,SWA,2019-04-01,2019-04-30,Month 4,84.8722503543966
WN,SWA,2019-05-01,2019-05-31,Month 5,86.5042140760698
WN,SWA,2019-06-01,2019-06-30,Month 6,87.6540333932933
WN,SWA,2019-07-01,2019-07-31,Month 7,85.8308661285649
WN,SWA,2019-08-01,2019-08-31,Month 8,83.3933806354766
WN,SWA,2019-09-01,2019-09-30,Month 9,81.0302927077894
WN,SWA,2019-10-01,2019-10-31,Month 10,83.8180564834232
WN,SWA,2019-11-01,2019-11-30,Month 11,81.1122671300774
WN,SWA,2019-12-01,2019-12-31,Month 12,84.1574242823547
SG,SEJ,2019-01-01,2019-01-31,Month 1,90.094411557106
SG,SEJ,2019-02-01,2019-02-28,Month 2,91.4362766923764
SG,SEJ,2019-03-01,2019-03-31,Month 3,91.8185004447695
SG,SEJ,2019-04-01,2019-04-30,Month 4,92.9184860985893
SG,SEJ,2019-05-01,2019-05-31,Month 5,92.8449901629054
SG,SEJ,2019-06-01,2019-06-30,Month 6,92.0646935248539
SG,SEJ,2019-07-01,2019-07-31,Month 7,89.8415120312669
SG,SEJ,2019-08-01,2019-08-31,Month 8,88.4676288679332
SG,SEJ,2019-09-01,2019-09-30,Month 9,88.1501877794024
SG,SEJ,2019-10-01,2019-10-31,Month 10,86.6890728498075
SG,SEJ,2019-11-01,2019-11-30,Month 11,90.8269550046735
SG,SEJ,2019-12-01,2019-12-31,Month 12,91.5265761473118
NK,NKS,2019-01-01,2019-01-31,Month 1,78.9800820139196
NK,NKS,2019-02-01,2019-02-28,Month 2,80.9589293983852
NK,NKS,2019-03-01,2019-03-31,Month 3,87.5637372767662
NK,NKS,2019-04-01,2019-04-30,Month 4,83.2161481103542
NK,NKS,2019-05-01,2019-05-31,Month 5,84.5681710061932
NK,NKS,2019-06-01,2019-06-30,Month 6,87.093794047461
NK,NKS,2019-07-01,2019-07-31,Month 7,88.2690828930448
NK,NKS,2019-08-01,2019-08-31,Month 8,85.2839624955436
NK,NKS,2019-09-01,2019-09-30,Month 9,79.8310349257647
XQ,SXS,2019-04-01,2019-04-30,Month 4,80.9176027496477
XQ,SXS,2019-05-01,2019-05-31,Month 5,75.269180978683
XQ,SXS,2019-06-01,2019-06-30,Month 6,80.548395892108
NK,NKS,2019-10-01,2019-10-31,Month 10,85.1060814402256
NK,NKS,2019-11-01,2019-11-30,Month 11,82.4917594304725
NK,NKS,2019-12-01,2019-12-31,Month 12,86.7694526391348
UL,ALK,2019-01-01,2019-01-31,Month 1,85.712687697616
UL,ALK,2019-02-01,2019-02-28,Month 2,84.1341947329266
UL,ALK,2019-03-01,2019-03-31,Month 3,85.024920291931
UL,ALK,2019-04-01,2019-04-30,Month 4,84.3524444273235
UL,ALK,2019-05-01,2019-05-31,Month 5,76.1896761411096
UL,ALK,2019-06-01,2019-06-30,Month 6,81.0907939737398
UL,ALK,2019-07-01,2019-07-31,Month 7,79.7820458252548
UL,ALK,2019-08-01,2019-08-31,Month 8,84.3099062996488
UL,ALK,2019-09-01,2019-09-30,Month 9,78.7707403497256
UL,ALK,2019-10-01,2019-10-31,Month 10,81.6627783456094
UL,ALK,2019-11-01,2019-11-30,Month 11,81.4405024931676
UL,ALK,2019-12-01,2019-12-31,Month 12,85.5161526920357
SY,SCX,2019-01-01,2019-01-31,Month 1,73.9843694104797
SY,SCX,2019-02-01,2019-02-28,Month 2,80.9380005325595
SY,SCX,2019-03-01,2019-03-31,Month 3,86.1935886980038
SY,SCX,2019-04-01,2019-04-30,Month 4,79.4942241731745
SY,SCX,2019-05-01,2019-05-31,Month 5,81.6295704294161
SY,SCX,2019-06-01,2019-06-30,Month 6,74.5941234229243
SY,SCX,2019-07-01,2019-07-31,Month 7,78.7801886564577
SY,SCX,2019-08-01,2019-08-31,Month 8,79.0462363585487
SY,SCX,2019-09-01,2019-09-30,Month 9,75.4053621131075
SY,SCX,2019-10-01,2019-10-31,Month 10,75.7861206176857
SY,SCX,2019-11-01,2019-11-30,Month 11,77.3531447507768
SY,SCX,2019-12-01,2019-12-31,Month 12,79.1257721504188
XQ,SXS,2019-01-01,2019-01-31,Month 1,74.9281651834188
XQ,SXS,2019-02-01,2019-02-28,Month 2,81.574865967475
XQ,SXS,2019-03-01,2019-03-31,Month 3,86.0112201448708
TP,TAP,2019-01-01,2019-01-31,Month 1,72.5913792991205
TP,TAP,2019-02-01,2019-02-28,Month 2,72.9753598036115
TP,TAP,2019-03-01,2019-03-31,Month 3,79.9142209404055
TP,TAP,2019-04-01,2019-04-30,Month 4,83.4217257225856
TP,TAP,2019-05-01,2019-05-31,Month 5,82.4239677807592
TP,TAP,2019-06-01,2019-06-30,Month 6,84.3869922665448
TJ,GPD,2019-01-01,2019-01-31,Month 1,60.8160649239665
TJ,GPD,2019-02-01,2019-02-28,Month 2,58.6253763003798
TJ,GPD,2019-03-01,2019-03-31,Month 3,62.2586791101692
TJ,GPD,2019-04-01,2019-04-30,Month 4,58.2564141442859
TJ,GPD,2019-05-01,2019-05-31,Month 5,56.1824405292299
TJ,GPD,2019-06-01,2019-06-30,Month 6,54.5886955886731
TJ,GPD,2019-07-01,2019-07-31,Month 7,61.9486966113831
TJ,GPD,2019-08-01,2019-08-31,Month 8,58.1409180496842
TJ,GPD,2019-09-01,2019-09-30,Month 9,50.4290060108488
TJ,GPD,2019-10-01,2019-10-31,Month 10,48.1143874723354
TJ,GPD,2019-11-01,2019-11-30,Month 11,54.5980834652565
TJ,GPD,2019-12-01,2019-12-31,Month 12,62.9714659429591
TO,TVF,2019-01-01,2019-01-31,Month 1,86.0457642199764
TO,TVF,2019-02-01,2019-02-28,Month 2,88.6747362594208
TO,TVF,2019-03-01,2019-03-31,Month 3,91.1093381247209
TO,TVF,2019-04-01,2019-04-30,Month 4,89.1858959476326
OR,TFL,2019-01-01,2019-01-31,Month 1,92.3769440922304
OR,TFL,2019-02-01,2019-02-28,Month 2,93.8992109830399
OR,TFL,2019-03-01,2019-03-31,Month 3,91.9565954660008
OR,TFL,2019-04-01,2019-04-30,Month 4,90.7727097309671
OR,TFL,2019-05-01,2019-05-31,Month 5,90.5941485086198
OR,TFL,2019-06-01,2019-06-30,Month 6,93.3531649157237
OR,TFL,2019-07-01,2019-07-31,Month 7,92.5440479389104
OR,TFL,2019-08-01,2019-08-31,Month 8,95.3704145809022
OR,TFL,2019-09-01,2019-09-30,Month 9,93.111138256116
TK,THY,2019-08-01,2019-08-31,Month 8,84.7521314402463
TK,THY,2019-09-01,2019-09-30,Month 9,82.9019108373546
TK,THY,2019-10-01,2019-10-31,Month 10,83.3070906988195
TK,THY,2019-11-01,2019-11-30,Month 11,82.4109875862438
TK,THY,2019-12-01,2019-12-31,Month 12,80.6707750552195
OR,TFL,2019-10-01,2019-10-31,Month 10,94.0935326077758
OR,TFL,2019-11-01,2019-11-30,Month 11,90.7380823684333
OR,TFL,2019-12-01,2019-12-31,Month 12,90.3026583642677
TK,THY,2019-01-01,2019-01-31,Month 1,79.4257474753711
TK,THY,2019-02-01,2019-02-28,Month 2,79.8226157381655
TK,THY,2019-03-01,2019-03-31,Month 3,80.8901405267621
TK,THY,2019-04-01,2019-04-30,Month 4,82.8560342894946
TK,THY,2019-05-01,2019-05-31,Month 5,77.48753202285
TK,THY,2019-06-01,2019-06-30,Month 6,80.5385526252768
TK,THY,2019-07-01,2019-07-31,Month 7,83.1939412147902
UA,UAL,2019-01-01,2019-01-31,Month 1,80.1760655958243
UA,UAL,2019-02-01,2019-02-28,Month 2,78.6586513376575
UA,UAL,2019-03-01,2019-03-31,Month 3,83.7893858945919
UA,UAL,2019-04-01,2019-04-30,Month 4,83.7333936476811
UA,UAL,2019-05-01,2019-05-31,Month 5,85.2869275852158
UA,UAL,2019-06-01,2019-06-30,Month 6,89.4516442773025
UA,UAL,2019-07-01,2019-07-31,Month 7,89.4009395228442
UA,UAL,2019-08-01,2019-08-31,Month 8,87.7153235287595
UA,UAL,2019-09-01,2019-09-30,Month 9,81.6047578878208
UA,UAL,2019-10-01,2019-10-31,Month 10,82.1360989327492
UA,UAL,2019-11-01,2019-11-30,Month 11,80.17885445649151
UA,UAL,2019-12-01,2019-12-31,Month 12,85.4342055910291
HY,UZB,2019-01-01,2019-01-31,Month 1,75.2330308208813
HY,UZB,2019-02-01,2019-02-28,Month 2,71.4025187638363
HY,UZB,2019-03-01,2019-03-31,Month 3,74.7975665753823
OZ,AAR,2017-02-01,2017-02-28,Month 2,87.6105945934783
Y4,VOI,2019-01-01,2019-01-31,Month 1,81.4163736815671
Y4,VOI,2019-02-01,2019-02-28,Month 2,81.3394390383515
Y4,VOI,2019-03-01,2019-03-31,Month 3,86.6157760814249
Y4,VOI,2019-04-01,2019-04-30,Month 4,84.5559845559846
Y4,VOI,2019-05-01,2019-05-31,Month 5,87.9343629343629
Y4,VOI,2019-06-01,2019-06-30,Month 6,89.3034825870647
Y4,VOI,2019-07-01,2019-07-31,Month 7,88.8127853881279
Y4,VOI,2019-08-01,2019-08-31,Month 8,83.4418604651163
Y4,VOI,2019-09-01,2019-09-30,Month 9,82.9085457271364
Y4,VOI,2019-10-01,2019-10-31,Month 10,85.7769118363371
Y4,VOI,2019-11-01,2019-11-30,Month 11,88.9161353604708
Y4,VOI,2019-12-01,2019-12-31,Month 12,88.2646125962845
VY,VLG,2019-01-01,2019-01-31,Month 1,78.8708798857323
VY,VLG,2019-02-01,2019-02-28,Month 2,84.061527880508
VY,VLG,2019-03-01,2019-03-31,Month 3,88.7316901814208
VY,VLG,2019-04-01,2019-04-30,Month 4,83.2057356352575
VY,VLG,2019-05-01,2019-05-31,Month 5,84.4546235327798
VY,VLG,2019-06-01,2019-06-30,Month 6,88.9064976228209
VY,VLG,2019-07-01,2019-07-31,Month 7,90.4126824358329
VY,VLG,2019-08-01,2019-08-31,Month 8,92.2426653406265
VY,VLG,2019-09-01,2019-09-30,Month 9,89.7850888829928
VY,VLG,2019-10-01,2019-10-31,Month 10,87.1082199881727
VY,VLG,2019-11-01,2019-11-30,Month 11,85.6368563685637
VY,VLG,2019-12-01,2019-12-31,Month 12,83.9190221543163
WS,WJA,2019-01-01,2019-01-31,Month 1,80.4717308359348
WS,WJA,2019-02-01,2019-02-28,Month 2,86.9715603382014
WS,WJA,2019-03-01,2019-03-31,Month 3,87.0077415011781
WS,WJA,2019-04-01,2019-04-30,Month 4,87.6692279546286
R3,SYL,2019-01-01,2019-01-31,Month 1,67.7
R3,SYL,2019-02-01,2019-02-28,Month 2,70.2
R3,SYL,2019-03-01,2019-03-31,Month 3,67.1
R3,SYL,2019-04-01,2019-04-30,Month 4,62.1
R3,SYL,2019-05-01,2019-05-31,Month 5,60.4
W6,WZZ,2019-01-01,2019-01-31,Month 1,89.114932885906
W6,WZZ,2019-02-01,2019-02-28,Month 2,94.4657402970771
W6,WZZ,2019-03-01,2019-03-31,Month 3,94.2047377326565
W6,WZZ,2019-04-01,2019-04-30,Month 4,92.393543956044
W6,WZZ,2019-05-01,2019-05-31,Month 5,94.2245543894719
W6,WZZ,2019-06-01,2019-06-30,Month 6,95.0955001618647
W6,WZZ,2019-07-01,2019-07-31,Month 7,95.5491852745926
W6,WZZ,2019-08-01,2019-08-31,Month 8,96.4766081871345
W6,WZZ,2019-09-01,2019-09-30,Month 9,94.8291502872694
W6,WZZ,2019-10-01,2019-10-31,Month 10,95.4716981132076
W6,WZZ,2019-11-01,2019-11-30,Month 11,93.0981887511916
W6,WZZ,2019-12-01,2019-12-31,Month 12,89.6676538334979
MF,CXA,2019-01-01,2019-01-31,Month 1,80.8672489934662
MF,CXA,2019-02-01,2019-02-28,Month 2,85.5984485224927
MF,CXA,2019-03-01,2019-03-31,Month 3,82.5959213686705
MF,CXA,2019-04-01,2019-04-30,Month 4,83.0486004772361
MF,CXA,2019-05-01,2019-05-31,Month 5,83.2257084772514
MF,CXA,2019-06-01,2019-06-30,Month 6,84.2135156747528
MF,CXA,2019-07-01,2019-07-31,Month 7,85.2817104222724
MF,CXA,2019-08-01,2019-08-31,Month 8,88.6970854967515
MF,CXA,2019-09-01,2019-09-30,Month 9,83.7371140840996
MF,CXA,2019-10-01,2019-10-31,Month 10,84.5422813787688
MF,CXA,2019-11-01,2019-11-30,Month 11,83.7634049968179
MF,CXA,2019-12-01,2019-12-31,Month 12,82.6244521793153
R3,SYL,2019-06-01,2019-06-30,Month 6,73.5
R3,SYL,2019-07-01,2019-07-31,Month 7,83.0
R3,SYL,2019-08-01,2019-08-31,Month 8,84.4
R3,SYL,2019-09-01,2019-09-30,Month 9,76.3
R3,SYL,2019-10-01,2019-10-31,Month 10,71.9
R3,SYL,2019-11-01,2019-11-30,Month 11,68.6
R3,SYL,2019-12-01,2019-12-31,Month 12,64.5
TN,THT,2018-07-01,2018-07-31,Month 7,88.0200359981809
TN,THT,2018-08-01,2018-08-31,Month 8,85.3654358221645
TN,THT,2018-09-01,2018-09-30,Month 9,88.5417404909748
TN,THT,2018-10-01,2018-10-31,Month 10,85.9103739038126
TN,THT,2018-11-01,2018-11-30,Month 11,84.6516335004973
TN,THT,2018-12-01,2018-12-31,Month 12,76.517842725658
SU,AFL,2017-02-01,2017-02-28,Month 2,77.6760540605607
SU,AFL,2017-03-01,2017-03-31,Month 3,79.3919505453077
SU,AFL,2017-04-01,2017-04-30,Month 4,83.59003602381
SU,AFL,2017-05-01,2017-05-31,Month 5,79.6733968375641
SU,AFL,2017-06-01,2017-06-30,Month 6,85.0974241099046
SU,AFL,2017-07-01,2017-07-31,Month 7,89.0095898464753
SU,AFL,2017-08-01,2017-08-31,Month 8,88.1993196990725
SU,AFL,2017-09-01,2017-09-30,Month 9,84.3008247476458
SU,AFL,2017-10-01,2017-10-31,Month 10,80.9439409961072
SU,AFL,2017-11-01,2017-11-30,Month 11,77.9733546036605
SU,AFL,2017-12-01,2017-12-31,Month 12,77.1231869384971
SU,AFL,2018-01-01,2018-01-31,Month 1,75.0
SU,AFL,2018-02-01,2018-02-28,Month 2,76.0544838333406
SU,AFL,2018-03-01,2018-03-31,Month 3,78.3661387657615
SU,AFL,2018-04-01,2018-04-30,Month 4,79.1508354705741
SU,AFL,2018-05-01,2018-05-31,Month 5,74.8670730440929
SU,AFL,2018-06-01,2018-06-30,Month 6,83.7337349515513
SU,AFL,2018-07-01,2018-07-31,Month 7,89.3002914330371
SU,AFL,2018-08-01,2018-08-31,Month 8,89.1643704017971
SU,AFL,2018-09-01,2018-09-30,Month 9,85.3706940865107
SU,AFL,2018-10-01,2018-10-31,Month 10,81.1224893757673
SU,AFL,2018-11-01,2018-11-30,Month 11,76.035208572522
SU,AFL,2018-12-01,2018-12-31,Month 12,74.9418477693279
AR,ARG,2017-04-01,2017-04-30,Month 4,85.2683842094066
AR,ARG,2017-05-01,2017-05-31,Month 5,81.0328269232579
AR,ARG,2017-06-01,2017-06-30,Month 6,80.9570188481895
AR,ARG,2017-07-01,2017-07-31,Month 7,84.5110710693785
AR,ARG,2017-08-01,2017-08-31,Month 8,81.923294532554
AR,ARG,2017-09-01,2017-09-30,Month 9,84.1826243712925
AR,ARG,2017-10-01,2017-10-31,Month 10,83.3068871782671
AR,ARG,2017-11-01,2017-11-30,Month 11,81.2955878890084
AR,ARG,2017-12-01,2017-12-31,Month 12,82.0811476424221
AR,ARG,2018-01-01,2018-01-31,Month 1,84.2678735881402
AR,ARG,2018-02-01,2018-02-28,Month 2,85.6377466471256
AR,ARG,2018-03-01,2018-03-31,Month 3,81.9444579548302
AR,ARG,2018-04-01,2018-04-30,Month 4,80.3694454291395
AR,ARG,2018-05-01,2018-05-31,Month 5,77.1915635822606
AR,ARG,2018-06-01,2018-06-30,Month 6,73.8804344427455
AR,ARG,2018-07-01,2018-07-31,Month 7,79.9601414622211
AR,ARG,2018-08-01,2018-08-31,Month 8,76.7840151394172
AR,ARG,2018-09-01,2018-09-30,Month 9,80.5384537081371
AR,ARG,2018-10-01,2018-10-31,Month 10,75.6734006734007
AR,ARG,2018-11-01,2018-11-30,Month 11,75.1875575156967
AR,ARG,2018-12-01,2018-12-31,Month 12,75.9987865476232
TN,THT,2017-02-01,2017-02-28,Month 2,74.1017780943952
TN,THT,2017-03-01,2017-03-31,Month 3,78.5574613277843
TN,THT,2017-04-01,2017-04-30,Month 4,78.8406275090766
TN,THT,2017-05-01,2017-05-31,Month 5,82.1211313597586
TN,THT,2017-06-01,2017-06-30,Month 6,82.5022009737431
TN,THT,2017-07-01,2017-07-31,Month 7,90.1912035554964
TN,THT,2017-08-01,2017-08-31,Month 8,85.0437926845285
TN,THT,2017-09-01,2017-09-30,Month 9,90.319905180838
TN,THT,2017-10-01,2017-10-31,Month 10,89.9482182539892
TN,THT,2017-11-01,2017-11-30,Month 11,90.4482966738197
TN,THT,2017-12-01,2017-12-31,Month 12,83.0368131470354
TN,THT,2018-01-01,2018-01-31,Month 1,79.6560947880447
TN,THT,2018-02-01,2018-02-28,Month 2,81.8967415043243
TN,THT,2018-03-01,2018-03-31,Month 3,79.950231070032
TN,THT,2018-04-01,2018-04-30,Month 4,83.6403042675765
TN,THT,2018-05-01,2018-05-31,Month 5,85.3454388336177
TN,THT,2018-06-01,2018-06-30,Month 6,83.100682077197
AR,ARG,2017-02-01,2017-02-28,Month 2,85.6948420516837
AR,ARG,2017-03-01,2017-03-31,Month 3,81.9598781640584
BX,ABL,2017-02-01,2017-02-28,Month 2,90.7914386938649
BX,ABL,2017-03-01,2017-03-31,Month 3,81.4011944243727
BX,ABL,2017-04-01,2017-04-30,Month 4,84.1467081646445
BX,ABL,2017-05-01,2017-05-31,Month 5,83.5427523812855
BX,ABL,2017-06-01,2017-06-30,Month 6,85.9912285167756
BX,ABL,2017-07-01,2017-07-31,Month 7,85.3680935076023
BX,ABL,2017-08-01,2017-08-31,Month 8,89.1693583043376
BX,ABL,2017-09-01,2017-09-30,Month 9,83.0947769626063
BX,ABL,2017-10-01,2017-10-31,Month 10,84.561511643062
BX,ABL,2017-11-01,2017-11-30,Month 11,87.248669728063
BX,ABL,2017-12-01,2017-12-31,Month 12,84.074214387766
BX,ABL,2018-01-01,2018-01-31,Month 1,87.8739916329268
BX,ABL,2018-02-01,2018-02-28,Month 2,87.0616701456885
BX,ABL,2018-03-01,2018-03-31,Month 3,83.04929853033
BX,ABL,2018-04-01,2018-04-30,Month 4,86.3542094960293
BX,ABL,2018-05-01,2018-05-31,Month 5,85.1943697874816
BX,ABL,2018-06-01,2018-06-30,Month 6,86.8410106897353
BX,ABL,2018-07-01,2018-07-31,Month 7,85.1087734785569
BX,ABL,2018-08-01,2018-08-31,Month 8,86.8382383811243
BX,ABL,2018-09-01,2018-09-30,Month 9,83.090484859763
BX,ABL,2018-10-01,2018-10-31,Month 10,84.10964573825
BX,ABL,2018-11-01,2018-11-30,Month 11,84.0698122415432
BX,ABL,2018-12-01,2018-12-31,Month 12,81.3504592596913
TY,TPC,2017-02-01,2017-02-28,Month 2,71.1111111111111
TY,TPC,2017-03-01,2017-03-31,Month 3,59.9465130631557
TY,TPC,2017-04-01,2017-04-30,Month 4,68.8982775430614
TY,TPC,2017-05-01,2017-05-31,Month 5,68.3527131782946
TY,TPC,2017-06-01,2017-06-30,Month 6,70.5251009809579
TY,TPC,2017-07-01,2017-07-31,Month 7,70.1385325808107
TY,TPC,2017-08-01,2017-08-31,Month 8,75.958897141113
TY,TPC,2017-09-01,2017-09-30,Month 9,68.7663637763745
TY,TPC,2017-10-01,2017-10-31,Month 10,76.6819003082155
TY,TPC,2017-11-01,2017-11-30,Month 11,73.6690270128508
TY,TPC,2017-12-01,2017-12-31,Month 12,70.7252162341983
TY,TPC,2018-01-01,2018-01-31,Month 1,74.039703982145
TY,TPC,2018-02-01,2018-02-28,Month 2,70.2467343976778
TY,TPC,2018-03-01,2018-03-31,Month 3,65.1515151515152
TY,TPC,2018-04-01,2018-04-30,Month 4,69.620253164557
TY,TPC,2018-05-01,2018-05-31,Month 5,62.3529411764706
TY,TPC,2018-06-01,2018-06-30,Month 6,70.3683342495877
TY,TPC,2018-07-01,2018-07-31,Month 7,66.1538461538461
TY,TPC,2018-08-01,2018-08-31,Month 8,76.1455403320933
S4,RZO,2017-06-01,2017-06-30,Month 6,73.2306637171873
S4,RZO,2017-07-01,2017-07-31,Month 7,81.5465707272586
S4,RZO,2017-08-01,2017-08-31,Month 8,84.191611517728
S4,RZO,2017-09-01,2017-09-30,Month 9,75.8572382720522
S4,RZO,2017-10-01,2017-10-31,Month 10,73.2711037993396
S4,RZO,2017-11-01,2017-11-30,Month 11,65.7906857215329
S4,RZO,2017-12-01,2017-12-31,Month 12,63.9409618076385
S4,RZO,2018-01-01,2018-01-31,Month 1,61.713593150319
S4,RZO,2018-02-01,2018-02-28,Month 2,65.0807692307692
S4,RZO,2018-03-01,2018-03-31,Month 3,78.018018018018
S4,RZO,2018-04-01,2018-04-30,Month 4,72.5499524262607
S4,RZO,2018-05-01,2018-05-31,Month 5,75.5555555555556
JL,JAL,2017-02-01,2017-02-28,Month 2,76.8825505507678
JL,JAL,2017-03-01,2017-03-31,Month 3,80.6261929199412
JL,JAL,2017-04-01,2017-04-30,Month 4,74.5953264513457
JL,JAL,2017-05-01,2017-05-31,Month 5,75.057322871696
JL,JAL,2017-06-01,2017-06-30,Month 6,77.7858396974025
