country_iso,date,gdp
IRL,2022-01,6.971280765
IRL,2022-04,2.164584857
IRL,2022-07,2.316439198
IRL,2022-10,3.498323804
CHE,2017-01,0.125245304
CHE,2017-04,0.169182596
CHE,2017-07,0.552289583
CHE,2017-10,1.031144145
CHE,2018-01,1.113469386
CHE,2018-04,0.981808
CHE,2018-07,-0.318907147
CHE,2018-10,0.227327304
CHE,2019-01,0.152124996
CHE,2019-04,0.442970646
CHE,2019-07,0.562174487
CHE,2019-10,0.550738638
CHE,2020-01,-1.503572156
CHE,2020-04,-7.047209558
CHE,2020-07,7.323282517
CHE,2020-10,0.259281928
CHE,2021-01,-0.133696121
CHE,2021-04,2.013748831
CHE,2021-07,1.799396215
CHE,2021-10,0.087540647
CHE,2022-01,0.310349846
CHE,2022-04,0.102771306
CHE,2022-07,0.243612991
NZL,2017-01,1.042633239
NZL,2017-04,1.028535172
NZL,2017-07,0.85114119
NZL,2017-10,0.860345449
NZL,2018-01,0.804263408
NZL,2018-04,1.313626253
NZL,2018-07,0.154318533
NZL,2018-10,1.291419131
NZL,2019-01,0.633556542
NZL,2019-04,0.610867837
NZL,2019-07,0.926227096
NZL,2019-10,0.451190129
NZL,2020-01,-1.052631579
NZL,2020-04,-10.136491369
NZL,2020-07,14.144086871
NZL,2020-10,-0.555446841
NZL,2021-01,2.084342456
NZL,2021-04,2.370961285
NZL,2021-07,-3.883256083
NZL,2021-10,2.857185913
NZL,2022-01,-0.43952824
NZL,2022-04,1.885071003
NZL,2022-07,2.014847767
CHN,2017-01,1.8
CHN,2017-04,1.7
CHN,2017-07,1.6
CHN,2017-10,1.6
CHN,2018-01,1.9
CHN,2018-04,1.7
CHN,2018-07,1.4
CHN,2018-10,1.4
CHN,2019-01,1.7
CHN,2019-04,1.4
CHN,2019-07,1.3
CHN,2019-10,1.1
CHN,2020-01,-10.1
CHN,2020-04,11.6
CHN,2020-07,3.2
CHN,2020-10,2.4
CHN,2021-01,0.8
CHN,2021-04,1.4
CHN,2021-07,0.4
CHN,2021-10,1.3
CHN,2022-01,1.6
CHN,2022-04,-2.7
CHN,2022-07,3.9
CHN,2022-10,0.0
CHL,2017-01,-0.319666109
CHL,2017-04,0.94171077
CHL,2017-07,1.89356041
CHL,2017-10,0.754979327
CHL,2018-01,1.387383595
CHL,2018-04,0.984805909
