country_iata,date,gdp,total_cases,total_deaths,stringency_index,reproduction_rate,population,population_density,airline_iata,passenger_load_factor_pct,seats,airline_type
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,1504,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,208,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,3360,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,0,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,79291,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,16416,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,10150,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,1905,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,19553,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,3632,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,33491,Mainline
FR,2020-10,-0.915230098,1407089,36798,78.7,1.33,67813000,122.578,AF,42.17782597,1476,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,28280,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1666,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,0,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,23028,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,38761,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2800,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1566,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,66002,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,696,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,12793,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3424,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2768,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,6858,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3520,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3745,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,7572,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,18468,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,12194,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2142,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,7141,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,11540,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,14624,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,32308,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,15228,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,11540,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,6858,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,8093,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,7962,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2769,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3596,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9360,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3792,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,6704,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2222,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,72,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3864,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,18218,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2520,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3224,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,8810,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2965,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2222,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,8164,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1455,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,22812,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,28137,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2768,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3864,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,6704,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,208,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,22899,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,6084,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,10439,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1888,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,5976,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2608,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1790,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2670,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1647,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2610,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,5664,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3864,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4768,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1968,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,23012,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,8665,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4336,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,312,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1620,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1798,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2800,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2520,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1566,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1108,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4524,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,7997,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1776,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3607,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,0,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,66298,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,10687,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1152,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1120,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2769,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1972,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,10134,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,10296,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,8164,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,11159,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,640,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,0,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,5136,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,640,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9078,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9720,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1890,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,0,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,18849,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,22538,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2616,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3864,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9072,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4524,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,10196,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,0,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3792,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2304,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4165,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2941,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3872,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,15552,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,5334,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1984,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,840,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3360,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,840,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,8249,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,8923,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9204,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4589,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,5204,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1526,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,32728,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3588,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,18137,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1890,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9720,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1821,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9204,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,23834,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,22748,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2304,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9360,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,22899,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3916,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3872,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1144,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1455,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3588,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1888,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4589,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4572,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2384,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1968,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1496,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,72,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1439,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4323,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9363,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2616,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4336,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9052,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,7997,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,9708,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3872,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,8390,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3792,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1104,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,864,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2152,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,822931,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,24212,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,38761,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,7272,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1888,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1620,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1790,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,12693,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3624,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,14624,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3424,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,7708,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1968,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2610,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1735,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,0,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4524,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3596,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,10196,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,11940,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4524,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3616,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2142,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,12337,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,32728,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,8780,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1120,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2700,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,2768,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3916,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1666,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3400,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,4423,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3741,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3616,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,12116,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,1152,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,656,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,3224,Mainline
FR,2021-01,0.080926612,3237858,76069,63.89,1.04,67813000,122.578,AF,61.32908561,5672,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,1508,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,10800,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,1439,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,13322,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,2536,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,3588,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,24069,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,12401,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,1058,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,30580,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,10096,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,12492,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,4637,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,7733,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,72,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,4106,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,19899,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,3588,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,3588,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,11005,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,13116,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,2584,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,1816,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,2848,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,10304,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,4106,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,632,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,12492,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,3588,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,2184,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,3705,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,1456,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,39889,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,2592,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,3480,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,1859,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,9267,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,14536,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,1216,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,1120,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,3240,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,16980,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,3480,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,3616,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,13116,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,174,Mainline
FR,2021-04,1.075591336,5658469,104528,75,0.82,67813000,122.578,AF,43.03865289,2760,Mainline
