airline_iata,date,passenger_load_factor_pct,country_iata,stringency_index,seats_y
KM,2019-12,64.15731182,MT,0.0,218208
NZ,2019-01,84.30761237,NZ,0.0,1796802
NZ,2019-02,83.54908306,NZ,0.0,1739111
NZ,2019-03,84.12348401,NZ,0.0,1930587
NZ,2019-04,86.01123596,NZ,0.0,1803654
NZ,2019-05,84.2171321,NZ,0.0,1729165
NZ,2019-06,83.32521908,NZ,0.0,1664775
NZ,2019-07,83.87685886,NZ,0.0,1948265
NZ,2019-08,83.32389581,NZ,0.0,1808038
NZ,2019-09,84.93676603,NZ,0.0,1738717
NZ,2019-10,84.89670575,NZ,0.0,1818734
NZ,2019-11,83.39140534,NZ,0.0,1752843
NZ,2019-12,85.12799675,NZ,0.0,1934346
JU,2019-01,59.97712089,RS,0.0,226816
JU,2019-02,57.7765391,RS,0.0,193936
JU,2019-03,63.10435585,RS,0.0,217456
JU,2019-04,68.06239006,RS,0.0,255220
JU,2019-05,68.91741364,RS,0.0,276222
JU,2019-06,71.29469716,RS,0.0,308032
JU,2019-07,79.10324496,RS,0.0,354932
JU,2019-08,79.04420736,RS,0.0,395300
JU,2019-09,72.62733296,RS,0.0,368564
JU,2019-10,72.84648376,RS,0.0,348126
JU,2019-11,69.51728217,RS,0.0,263634
JU,2019-12,66.37545253,RS,0.0,292210
HM,2019-01,71.46133029,SC,0.0,23120
HM,2019-02,71.81844436,SC,0.0,21216
KM,2017-05,73.59553177,MT,0.0,82268
KM,2017-06,76.07505152,MT,0.0,191328
KM,2018-07,82.8239888,MT,0.0,271066
KM,2018-08,82.52469641,MT,0.0,273372
KM,2018-09,80.84964887,MT,0.0,260202
KM,2018-10,76.17374898,MT,0.0,258936
KM,2018-11,69.00040822,MT,0.0,207908
KM,2018-12,63.15660122,MT,0.0,208776
KM,2017-07,81.54388747,MT,0.0,216264
KM,2017-08,82.39565714,MT,0.0,217674
KM,2017-09,82.15405873,MT,0.0,190308
KM,2017-10,79.88141851,MT,0.0,212032
KM,2017-11,72.62083316,MT,0.0,171492
KM,2017-12,66.34519028,MT,0.0,169792
KM,2018-01,62.00250904,MT,0.0,167408
KM,2018-02,75.5827488,MT,0.0,146472
KM,2018-03,77.88407001,MT,0.0,197797
KM,2018-04,72.9944927,MT,0.0,246190
KM,2018-05,73.30716286,MT,0.0,261356
KM,2018-06,76.39871366,MT,0.0,249083
P9,2019-01,0.0,PE,0.0,100261
P9,2019-02,0.0,PE,0.0,84523
P9,2019-03,0.0,PE,0.0,100220
P9,2019-04,0.0,PE,0.0,105861
P9,2019-05,0.0,PE,0.0,102190
P9,2019-06,0.0,PE,0.0,89733
P9,2019-07,0.0,PE,0.0,88882
P9,2019-08,0.0,PE,0.0,87175
P9,2019-09,0.0,PE,0.0,86204
P9,2019-10,0.0,PE,0.0,6825
KP,2019-01,57.03124101,TG,0.0,56089
KP,2019-02,57.52690151,TG,0.0,60656
KP,2019-03,64.03128735,TG,0.0,68466
KP,2019-04,63.60601002,TG,0.0,67918
KP,2019-05,62.31047583,TG,0.0,60794
KP,2019-06,61.94439424,TG,0.0,68700
KP,2019-07,64.03826428,TG,0.0,68830
KP,2019-08,62.22864265,TG,0.0,86103
KP,2019-09,59.02814677,TG,0.0,86697
KP,2019-10,57.37372252,TG,0.0,86179
KP,2019-11,63.0266635,TG,0.0,77499
KP,2019-12,60.07917049,TG,0.0,84699
GR,2019-01,63.00148588,GG,0.0,39478
GR,2019-02,63.89347647,GG,0.0,42692
GR,2019-03,63.80143058,GG,0.0,48508
GR,2019-04,69.05432359,GG,0.0,51452
GR,2019-05,72.10086917,GG,0.0,50074
GR,2019-06,66.39017056,GG,0.0,51932
GR,2019-07,67.95187851,GG,0.0,55944
GR,2019-08,72.30419977,GG,0.0,54716
GR,2019-09,68.87096774,GG,0.0,54324
GR,2019-10,65.41191529,GG,0.0,51262
GR,2019-11,60.46099291,GG,0.0,53044
GR,2019-12,64.4436498,GG,0.0,51224
AV,2019-01,83.53202667,CO,0.0,3008474
AV,2019-02,81.11855789,CO,0.0,2645624
AV,2019-03,81.3304721,CO,0.0,2907092
AV,2019-04,81.27925117,CO,0.0,2795015
AV,2019-05,82.01811125,CO,0.0,2890359
AV,2019-06,82.10502592,CO,0.0,2864722
AV,2019-07,83.59391733,CO,0.0,2793625
AV,2019-08,82.47224594,CO,0.0,2893915
AV,2019-09,82.60768874,CO,0.0,2765158
AV,2019-10,78.88143177,CO,0.0,2858992
AV,2019-11,80.46326626,CO,0.0,2769880
AV,2019-12,80.83166555,CO,0.0,2936765
BW,2019-01,70.42852537,TT,0.0,213314
BW,2019-02,67.89553306,TT,0.0,192182
BW,2019-03,74.73127554,TT,0.0,240382
BW,2019-04,77.3246493,TT,0.0,223582
BW,2019-05,71.94221992,TT,0.0,253988
BW,2019-06,74.16551702,TT,0.0,305022
BW,2019-07,79.70857033,TT,0.0,327066
BW,2019-08,90.79482318,TT,0.0,342560
BW,2019-09,72.34092529,TT,0.0,298018
BW,2019-10,71.62474662,TT,0.0,300746
BW,2019-11,75.20108101,TT,0.0,300780
BW,2019-12,77.81307589,TT,0.0,329304
CI,2019-01,81.83453237,TW,0.0,1518760
CI,2019-02,77.73098184,TW,0.0,1340936
CI,2019-03,78.2480091,TW,0.0,1503384
CI,2019-04,79.7605602,TW,0.0,1500315
CI,2019-05,77.50056702,TW,0.0,1509330
CI,2019-06,83.69039392,TW,0.0,1479996
CI,2019-07,85.58498896,TW,0.0,1536466
CI,2019-08,83.88511291,TW,0.0,1512150
KX,2019-01,48.35847382,KY,0.0,44621
KX,2019-02,45.31514871,KY,0.0,46321
KX,2019-03,53.56198451,KY,0.0,52041
KX,2019-04,61.14272825,KY,0.0,45048
KX,2019-05,58.20603212,KY,0.0,46058
KX,2019-06,63.73703303,KY,0.0,41676
KX,2019-07,69.99842951,KY,0.0,53786
KX,2019-08,74.80977548,KY,0.0,44774
KX,2019-09,57.97080335,KY,0.0,35502
KX,2019-10,45.35294625,KY,0.0,34626
KX,2019-11,62.64314546,KY,0.0,35634
KX,2019-12,67.73333973,KY,0.0,44872
DE,2019-05,87.90459966,DE,0.0,1069307
DE,2019-06,90.70236039,DE,0.0,1213786
DE,2019-07,91.84986595,DE,0.0,1267832
DE,2019-08,93.32443258,DE,0.0,1278871
DE,2019-09,90.03097719,DE,0.0,1235321
DE,2019-10,86.28698696,DE,0.0,1141219
DE,2019-11,87.60869565,DE,0.0,511003
DE,2019-12,88.5115304,DE,0.0,510763
DE,2019-01,86.9464767,DE,0.0,551090
DE,2019-02,91.23182207,DE,0.0,515751
DE,2019-03,91.62652834,DE,0.0,622469
DE,2019-04,90.92261905,DE,0.0,749686
CM,2019-01,83.04183813,PA,0.0,1241694
CM,2019-02,83.6400818,PA,0.0,1093036
CM,2019-03,83.30197554,PA,0.0,1193594
CM,2019-04,84.11840539,PA,0.0,1141566
CM,2019-05,86.14521389,PA,0.0,1209276
CM,2019-06,85.06782946,PA,0.0,1172636
CM,2019-07,86.62223595,PA,0.0,1278266
CM,2019-08,85.25993884,PA,0.0,1237318
CM,2019-09,84.91039606,PA,0.0,1184314
CM,2019-10,84.86486486,PA,0.0,1231894
CM,2019-11,85.52036199,PA,0.0,1241208
CM,2019-12,85.38479642,PA,0.0,1297770
OK,2019-01,72.45820011,CZ,0.0,215239
OK,2019-02,73.37269855,CZ,0.0,189227
OK,2019-03,74.56162869,CZ,0.0,225210
OK,2019-04,76.86576815,CZ,0.0,287664
OK,2019-05,73.64649567,CZ,0.0,313038
OK,2019-06,79.50670621,CZ,0.0,298597
OK,2019-07,81.6730151,CZ,0.0,114125
OK,2019-08,81.69214693,CZ,0.0,182856
OK,2019-09,78.59716431,CZ,0.0,311576
OK,2019-10,76.47257311,CZ,0.0,310896
OK,2019-11,68.23172704,CZ,0.0,262920
OK,2019-12,70.74987278,CZ,0.0,262498
NZ,2017-05,81.1422778,NZ,0.0,672987
NZ,2017-06,80.74053606,NZ,0.0,1582687
NZ,2017-07,82.70008084,NZ,0.0,1840428
NZ,2017-08,80.19294543,NZ,0.0,1764763
NZ,2017-09,82.49818446,NZ,0.0,1716134
NZ,2017-10,83.11416617,NZ,0.0,1767104
NZ,2017-11,82.80235076,NZ,0.0,1728000
NZ,2017-12,83.60991134,NZ,0.0,1842364
NZ,2018-01,82.60988261,NZ,0.0,1725067
NZ,2018-02,83.13424346,NZ,0.0,1658082
NZ,2018-03,85.40941777,NZ,0.0,1848983
NZ,2018-04,84.37859609,NZ,0.0,1779423
NZ,2018-05,81.42366531,NZ,0.0,1717293
NZ,2018-06,81.14919355,NZ,0.0,1673979
NZ,2018-07,83.52138546,NZ,0.0,1912479
NZ,2018-08,82.86467487,NZ,0.0,1820298
NZ,2018-09,83.98784479,NZ,0.0,1739292
NZ,2018-10,83.7043379,NZ,0.0,1830244
NZ,2018-11,82.12703102,NZ,0.0,1824306
NZ,2018-12,83.69912636,NZ,0.0,1911425
AY,2019-01,76.9700333,FI,0.0,1586325
AY,2019-02,79.74150887,FI,0.0,1472161
AY,2019-03,78.31576695,FI,0.0,1640107
AY,2019-04,81.391792,FI,0.0,1669815
AY,2019-05,79.76560631,FI,0.0,1743903
AY,2019-06,86.17325083,FI,0.0,1719066
AY,2019-07,89.60622711,FI,0.0,1733948
AY,2019-08,86.80751174,FI,0.0,1747889
AY,2019-09,81.71849181,FI,0.0,1705460
AY,2019-10,82.28909719,FI,0.0,1681498
AY,2019-11,77.11442786,FI,0.0,1597033
AY,2019-12,77.23556464,FI,0.0,1653373
GA,2019-01,69.96515616,ID,0.0,2157475
GA,2019-02,72.17325446,ID,0.0,1960484
GA,2019-03,70.84846194,ID,0.0,2068606
GA,2019-04,68.6499576,ID,0.0,2090671
GA,2019-05,62.70799784,ID,0.0,2039304
GA,2019-06,74.0705264,ID,0.0,2072380
GA,2019-07,78.92918426,ID,0.0,2090261
GA,2019-08,79.24168748,ID,0.0,1998057
GA,2019-09,78.33971462,ID,0.0,1912860
GA,2019-10,79.49759209,ID,0.0,2070485
GA,2019-11,80.33254816,ID,0.0,2026551
GA,2019-12,76.78815723,ID,0.0,2204082
KQ,2019-01,60.17618895,KE,0.0,283652
KQ,2019-02,60.65918617,KE,0.0,281613
KQ,2019-03,62.48736561,KE,0.0,291910
KQ,2019-04,63.68153622,KE,0.0,302801
KQ,2019-05,60.67581531,KE,0.0,293375
KQ,2019-06,65.51554368,KE,0.0,359256
KQ,2019-07,67.22318845,KE,0.0,400130
KQ,2019-08,70.13759951,KE,0.0,384485
KQ,2019-09,66.35183383,KE,0.0,372715
KQ,2019-10,62.92694249,KE,0.0,405532
KQ,2019-11,63.3693146,KE,0.0,365403
KQ,2019-12,65.42171113,KE,0.0,362647
BJ,2019-01,75.43859649,TN,0.0,70302
BJ,2019-02,79.81651376,TN,0.0,75216
BJ,2019-03,80.89171975,TN,0.0,94119
BJ,2019-04,83.26848249,TN,0.0,152799
BJ,2019-05,82.28782288,TN,0.0,152984
BJ,2019-06,81.60621762,TN,0.0,207794
BJ,2019-07,82.53968254,TN,0.0,260637
BJ,2019-08,86.63697105,TN,0.0,264855
BJ,2019-09,84.2377261,TN,0.0,227052
RJ,2019-01,71.29235509,JO,0.0,411622
RJ,2019-02,71.18196728,JO,0.0,372578
RJ,2019-03,76.14329164,JO,0.0,408644
RJ,2019-04,79.51003995,JO,0.0,483468
RJ,2019-05,66.52270243,JO,0.0,412674
RJ,2019-06,73.25073467,JO,0.0,499026
RJ,2019-07,76.74574807,JO,0.0,492402
RJ,2019-08,76.25258662,JO,0.0,529526
RJ,2019-09,72.18486558,JO,0.0,409002
RJ,2019-10,77.80760616,JO,0.0,409094
RJ,2019-11,73.70371802,JO,0.0,362970
RJ,2019-12,73.89614934,JO,0.0,405704
SA,2019-01,70.4,ZA,0.0,614808
SA,2019-02,66.85,ZA,0.0,581425
SA,2019-03,71.95,ZA,0.0,750791
SA,2019-04,75.45627611,ZA,0.0,759320
SA,2019-05,74.20632641,ZA,0.0,780035
SA,2019-06,68.02701255,ZA,0.0,756893
SA,2019-07,71.09985676,ZA,0.0,773911
SA,2019-08,74.73656593,ZA,0.0,761264
SA,2019-09,77.53647191,ZA,0.0,764345
SA,2019-10,76.7956137,ZA,0.0,780171
SA,2019-11,72.52960171,ZA,0.0,622464
SA,2019-12,70.05482461,ZA,0.0,693599
PS,2019-01,74.6350365,UA,0.0,796392
PS,2019-02,73.98720682,UA,0.0,688096
PS,2019-03,76.11580217,UA,0.0,777490
PS,2019-04,80.76923077,UA,0.0,854291
PS,2019-05,80.07265179,UA,0.0,932866
PS,2019-06,86.78769541,UA,0.0,950169
PS,2019-07,85.91549296,UA,0.0,973618
UJ,2019-01,0.0,EG,0.0,14190
UJ,2019-02,0.0,EG,0.0,4830
UJ,2019-03,0.0,EG,0.0,5400
JU,2017-05,71.60339162,RS,0.0,112064
JU,2017-06,72.31839005,RS,0.0,298936
JU,2017-07,80.86894602,RS,0.0,327608
JU,2017-08,81.88685389,RS,0.0,330210
JU,2017-09,78.23899596,RS,0.0,302488
JU,2017-10,73.80519177,RS,0.0,288182
JU,2017-11,67.56395657,RS,0.0,195244
JU,2017-12,62.99220314,RS,0.0,222256
HM,2017-05,61.65318375,SC,0.0,21812
HM,2017-06,62.73435179,SC,0.0,48964
HM,2017-07,76.104525,SC,0.0,52284
HM,2017-08,77.75183343,SC,0.0,49880
HM,2017-09,74.49236651,SC,0.0,41736
HM,2017-10,72.9508322,SC,0.0,33172
HM,2017-11,69.15703888,SC,0.0,35296
HM,2017-12,69.31999165,SC,0.0,40440
HM,2018-01,65.90724404,SC,0.0,35704
HM,2018-02,66.97330521,SC,0.0,32320
HM,2018-03,68.68938129,SC,0.0,36890
HM,2018-04,67.06593539,SC,0.0,30940
HM,2018-05,76.32175861,SC,0.0,24208
HM,2018-06,72.13548443,SC,0.0,23120
UJ,2019-04,0.0,EG,0.0,31490
UJ,2019-06,0.0,EG,0.0,18804
UJ,2019-07,0.0,EG,0.0,36240
UJ,2019-08,0.0,EG,0.0,23300
UJ,2019-09,0.0,EG,0.0,21582
UJ,2019-10,0.0,EG,0.0,31110
UJ,2019-11,0.0,EG,0.0,7416
UJ,2019-12,0.0,EG,0.0,2448
KP,2018-01,56.31359,TG,0.0,68607
KP,2018-02,62.67200156,TG,0.0,56604
KP,2018-03,58.44447511,TG,0.0,68603
KP,2018-04,65.36550846,TG,0.0,56150
KP,2018-05,56.83488146,TG,0.0,68064
P9,2018-01,0.0,PE,0.0,97565
P9,2018-02,0.0,PE,0.0,81909
P9,2018-03,0.0,PE,0.0,97294
P9,2018-04,0.0,PE,0.0,108759
P9,2018-05,0.0,PE,0.0,121649
P9,2018-06,0.0,PE,0.0,115846
P9,2018-07,0.0,PE,0.0,123671
P9,2018-08,0.0,PE,0.0,140078
P9,2018-09,0.0,PE,0.0,119889
P9,2018-10,0.0,PE,0.0,123671
P9,2018-11,0.0,PE,0.0,110254
P9,2018-12,0.0,PE,0.0,109224
7W,2019-08,96.13418962,UA,0.0,51544
7W,2019-09,93.8003212,UA,0.0,39298
7W,2019-10,91.28676183,UA,0.0,14950
7W,2019-11,96.57922276,UA,0.0,12081
7W,2019-12,93.76529884,UA,0.0,9740
