organization_code_iata,,organization_code_iata,organization_code_icao,period_start_date,period_end_date,accounting_period,passenger_load_factor_pct,continuous,type
TO,4896,TO,TVF,2017-03-01,2017-03-31,Month 3,84.9047654872612,2,Low-cost
TO,4897,TO,TVF,2017-04-01,2017-04-30,Month 4,85.4226078735763,3,Low-cost
TO,4898,TO,TVF,2017-05-01,2017-05-31,Month 5,85.7939938221729,4,Low-cost
TO,4899,TO,TVF,2017-06-01,2017-06-30,Month 6,83.1455527031187,5,Low-cost
TO,4900,TO,TVF,2017-07-01,2017-07-31,Month 7,84.458831773152,6,Low-cost
TO,4901,TO,TVF,2017-08-01,2017-08-31,Month 8,87.4407465847962,7,Low-cost
TO,4902,TO,TVF,2017-09-01,2017-09-30,Month 9,86.1798719205434,8,Low-cost
TO,4903,TO,TVF,2017-10-01,2017-10-31,Month 10,87.3865794157389,9,Low-cost
TO,4904,TO,TVF,2017-11-01,2017-11-30,Month 11,85.115851994011,10,Low-cost
TO,4905,TO,TVF,2017-12-01,2017-12-31,Month 12,86.4111450001077,11,Low-cost
TO,3662,TO,TVF,2018-01-01,2018-12-31,Annual,87.2547602640541,12,Low-cost
TO,4906,TO,TVF,2018-01-01,2018-01-31,Month 1,85.2814572365508,12,Low-cost
TO,4907,TO,TVF,2018-02-01,2018-02-28,Month 2,88.5612897925784,13,Low-cost
TO,4908,TO,TVF,2018-03-01,2018-03-31,Month 3,89.1204399246174,14,Low-cost
TO,4909,TO,TVF,2018-04-01,2018-04-30,Month 4,87.3716440890457,15,Low-cost
TO,4910,TO,TVF,2018-05-01,2018-05-31,Month 5,88.2834307304615,16,Low-cost
TO,4911,TO,TVF,2018-06-01,2018-06-30,Month 6,86.839544690606,17,Low-cost
TO,4912,TO,TVF,2018-07-01,2018-07-31,Month 7,84.9910215015394,18,Low-cost
TO,4913,TO,TVF,2018-08-01,2018-08-31,Month 8,87.25755440090241,19,Low-cost
TO,4914,TO,TVF,2018-09-01,2018-09-30,Month 9,87.9395386722651,20,Low-cost
TO,4915,TO,TVF,2018-10-01,2018-10-31,Month 10,89.5209585679039,21,Low-cost
TO,4916,TO,TVF,2018-11-01,2018-11-30,Month 11,85.878707503944,22,Low-cost
TO,4917,TO,TVF,2018-12-01,2018-12-31,Month 12,85.7012258268796,23,Low-cost
TO,5687,TO,TVF,2019-01-01,2019-01-31,Month 1,86.0457642199764,24,Low-cost
TO,3663,TO,TVF,2019-01-01,2019-12-31,Annual,87.9753770402691,24,Low-cost
TO,5688,TO,TVF,2019-02-01,2019-02-28,Month 2,88.6747362594208,25,Low-cost
TO,5689,TO,TVF,2019-03-01,2019-03-31,Month 3,91.1093381247209,26,Low-cost
TO,5690,TO,TVF,2019-04-01,2019-04-30,Month 4,89.1858959476326,27,Low-cost
TO,5465,TO,TVF,2019-05-01,2019-05-31,Month 5,88.0557691255996,28,Low-cost
TO,3664,TO,TVF,2020-01-01,2020-12-31,Annual,73.6698830779132,29,Low-cost
TP,4267,TP,TAP,2017-02-01,2017-02-28,Month 2,78.92753086483,1,Mainline
TP,4268,TP,TAP,2017-03-01,2017-03-31,Month 3,79.8048959511839,2,Mainline
TP,4269,TP,TAP,2017-04-01,2017-04-30,Month 4,85.3473161867443,3,Mainline
TP,4270,TP,TAP,2017-05-01,2017-05-31,Month 5,81.9356334404425,4,Mainline
TP,4271,TP,TAP,2017-06-01,2017-06-30,Month 6,84.3464599675536,5,Mainline
TP,4272,TP,TAP,2017-07-01,2017-07-31,Month 7,86.1559336705441,6,Mainline
TP,4273,TP,TAP,2017-08-01,2017-08-31,Month 8,83.8225687627914,7,Mainline
TP,4274,TP,TAP,2017-09-01,2017-09-30,Month 9,86.8189594030489,8,Mainline
TP,4275,TP,TAP,2017-10-01,2017-10-31,Month 10,87.155228065225,9,Mainline
TP,4276,TP,TAP,2017-11-01,2017-11-30,Month 11,79.3579471074721,10,Mainline
TP,4277,TP,TAP,2017-12-01,2017-12-31,Month 12,79.8607581715674,11,Mainline
TP,3874,TP,TAP,2018-01-01,2018-12-31,Annual,80.9531914893617,12,Mainline
TP,4278,TP,TAP,2018-01-01,2018-01-31,Month 1,78.9796651636332,12,Mainline
TP,4279,TP,TAP,2018-02-01,2018-02-28,Month 2,80.1784609727634,13,Mainline
TP,4280,TP,TAP,2018-03-01,2018-03-31,Month 3,81.8874044631992,14,Mainline
TP,4281,TP,TAP,2018-04-01,2018-04-30,Month 4,85.1866440455853,15,Mainline
TP,4282,TP,TAP,2018-05-01,2018-05-31,Month 5,84.1492233370838,16,Mainline
TP,4283,TP,TAP,2018-06-01,2018-06-30,Month 6,82.7864296350191,17,Mainline
TP,4284,TP,TAP,2018-07-01,2018-07-31,Month 7,83.973100641174,18,Mainline
TP,4285,TP,TAP,2018-08-01,2018-08-31,Month 8,81.7589320449283,19,Mainline
TP,4286,TP,TAP,2018-09-01,2018-09-30,Month 9,82.2511718961813,20,Mainline
TP,4287,TP,TAP,2018-10-01,2018-10-31,Month 10,80.7898269235679,21,Mainline
TP,4288,TP,TAP,2018-11-01,2018-11-30,Month 11,74.3464729440864,22,Mainline
TP,4289,TP,TAP,2018-12-01,2018-12-31,Month 12,74.0107138501086,23,Mainline
TP,5669,TP,TAP,2019-01-01,2019-01-31,Month 1,72.5913792991205,24,Mainline
TP,3875,TP,TAP,2019-01-01,2019-12-31,Annual,80.0826241742342,24,Mainline
TP,5670,TP,TAP,2019-02-01,2019-02-28,Month 2,72.9753598036115,25,Mainline
TP,5671,TP,TAP,2019-03-01,2019-03-31,Month 3,79.9142209404055,26,Mainline
TP,5672,TP,TAP,2019-04-01,2019-04-30,Month 4,83.4217257225856,27,Mainline
TP,5673,TP,TAP,2019-05-01,2019-05-31,Month 5,82.4239677807592,28,Mainline
TP,5674,TP,TAP,2019-06-01,2019-06-30,Month 6,84.3869922665448,29,Mainline
TP,3876,TP,TAP,2020-01-01,2020-12-31,Annual,64.6286151439005,30,Mainline
TR,4130,TR,TGW,2017-02-01,2017-02-28,Month 2,83.0095488969378,1,Low-cost
TR,4131,TR,TGW,2017-03-01,2017-03-31,Month 3,82.4174718196457,2,Low-cost
TR,4132,TR,TGW,2017-04-01,2017-04-30,Month 4,84.7146123646404,3,Low-cost
TR,3831,TR,TGW,2017-04-01,2018-03-31,Annual,85.6512894634708,3,Low-cost
TR,4133,TR,TGW,2017-05-01,2017-05-31,Month 5,81.4248382812835,4,Low-cost
TR,4134,TR,TGW,2017-06-01,2017-06-30,Month 6,85.7768957247995,5,Low-cost
TR,4135,TR,TGW,2017-07-01,2017-07-31,Month 7,84.5607312497505,6,Low-cost
TR,4136,TR,TGW,2017-08-01,2017-08-31,Month 8,84.8312108348494,7,Low-cost
TR,4137,TR,TGW,2017-09-01,2017-09-30,Month 9,83.6754601747392,8,Low-cost
TR,4138,TR,TGW,2017-10-01,2017-10-31,Month 10,85.7896047824643,9,Low-cost
TR,4139,TR,TGW,2017-11-01,2017-11-30,Month 11,86.3334021896302,10,Low-cost
TR,4140,TR,TGW,2017-12-01,2017-12-31,Month 12,88.7490855888808,11,Low-cost
TR,4141,TR,TGW,2018-01-01,2018-01-31,Month 1,85.0090744101634,12,Low-cost
TR,4142,TR,TGW,2018-02-01,2018-02-28,Month 2,86.8593216937588,13,Low-cost
TR,4143,TR,TGW,2018-03-01,2018-03-31,Month 3,89.2184398756694,14,Low-cost
TR,4144,TR,TGW,2018-04-01,2018-04-30,Month 4,86.1141748754421,15,Low-cost
TR,3832,TR,TGW,2018-04-01,2019-03-31,Annual,85.2779700249501,15,Low-cost
TR,4145,TR,TGW,2018-05-01,2018-05-31,Month 5,85.3123691323714,16,Low-cost
TR,4146,TR,TGW,2018-06-01,2018-06-30,Month 6,86.8546929809021,17,Low-cost
TR,4147,TR,TGW,2018-07-01,2018-07-31,Month 7,87.6754810097036,18,Low-cost
TR,4148,TR,TGW,2018-08-01,2018-08-31,Month 8,88.2669573808469,19,Low-cost
TR,4149,TR,TGW,2018-09-01,2018-09-30,Month 9,83.7859483072443,20,Low-cost
TR,4150,TR,TGW,2018-10-01,2018-10-31,Month 10,81.3147940599608,21,Low-cost
TR,4151,TR,TGW,2018-11-01,2018-11-30,Month 11,83.158779642019,22,Low-cost
TR,4152,TR,TGW,2018-12-01,2018-12-31,Month 12,85.5056287272379,23,Low-cost
TR,5559,TR,TGW,2019-01-01,2019-01-31,Month 1,84.3717311715481,24,Low-cost
TR,5560,TR,TGW,2019-02-01,2019-02-28,Month 2,85.3058269996381,25,Low-cost
TR,5561,TR,TGW,2019-03-01,2019-03-31,Month 3,85.5067567567568,26,Low-cost
TR,3833,TR,TGW,2019-04-01,2020-03-31,Annual,85.7162932266533,27,Low-cost
TR,5562,TR,TGW,2019-04-01,2019-04-30,Month 4,86.7702936096718,27,Low-cost
TR,5563,TR,TGW,2019-05-01,2019-05-31,Month 5,85.3367125271542,28,Low-cost
TR,5564,TR,TGW,2019-06-01,2019-06-30,Month 6,86.1308918277382,29,Low-cost
TR,5565,TR,TGW,2019-07-01,2019-07-31,Month 7,86.8780772220783,30,Low-cost
TR,5566,TR,TGW,2019-08-01,2019-08-31,Month 8,88.5880077369439,31,Low-cost
TR,5567,TR,TGW,2019-09-01,2019-09-30,Month 9,85.1775249913823,32,Low-cost
TR,5568,TR,TGW,2019-10-01,2019-10-31,Month 10,85.5881314023313,33,Low-cost
TR,5569,TR,TGW,2019-11-01,2019-11-30,Month 11,86.664357464496,34,Low-cost
TR,5570,TR,TGW,2019-12-01,2019-12-31,Month 12,88.7019230769231,35,Low-cost
TR,2808,TR,TGW,2020-01-01,2020-01-31,Month 1,87.50747160789,36,Low-cost
TR,2809,TR,TGW,2020-02-01,2020-02-29,Month 2,79.399727148704,37,Low-cost
TR,2810,TR,TGW,2020-03-01,2020-03-31,Month 3,69.4709453599306,38,Low-cost
TR,2811,TR,TGW,2020-04-01,2020-04-30,Month 4,5.85197934595525,39,Low-cost
TR,3834,TR,TGW,2020-04-01,2021-03-31,Annual,9.94524728480388,39,Low-cost
TR,2812,TR,TGW,2020-05-01,2020-05-31,Month 5,2.65878877400295,40,Low-cost
TR,2813,TR,TGW,2020-06-01,2020-06-30,Month 6,7.66073871409029,41,Low-cost
TR,2814,TR,TGW,2020-07-01,2020-07-31,Month 7,12.5695216907675,42,Low-cost
TR,2815,TR,TGW,2020-08-01,2020-08-31,Month 8,15.8196721311475,43,Low-cost
TR,2816,TR,TGW,2020-09-01,2020-09-30,Month 9,12.5396825396825,44,Low-cost
TR,2817,TR,TGW,2020-10-01,2020-10-31,Month 10,16.0520607375271,45,Low-cost
TR,2818,TR,TGW,2020-11-01,2020-11-30,Month 11,13.884007029877,46,Low-cost
TR,2819,TR,TGW,2020-12-01,2020-12-31,Month 12,9.26170944694364,47,Low-cost
TR,2820,TR,TGW,2021-01-01,2021-01-31,Month 1,7.74127832951362,48,Low-cost
TR,2821,TR,TGW,2021-02-01,2021-02-28,Month 2,6.03966346153846,49,Low-cost
TR,2822,TR,TGW,2021-03-01,2021-03-31,Month 3,11.8279569892473,50,Low-cost
TR,2823,TR,TGW,2021-04-01,2021-04-30,Month 4,8.38365071992568,51,Low-cost
TR,2824,TR,TGW,2021-05-01,2021-05-31,Month 5,9.343692496422,52,Low-cost
TR,2825,TR,TGW,2021-06-01,2021-06-30,Month 6,8.97390691114245,53,Low-cost
TR,2826,TR,TGW,2021-07-01,2021-07-31,Month 7,8.41031297394182,54,Low-cost
TR,2827,TR,TGW,2021-08-01,2021-08-31,Month 8,7.52115752115752,55,Low-cost
TR,2828,TR,TGW,2021-09-01,2021-09-30,Month 9,8.63210148924435,56,Low-cost
TR,2829,TR,TGW,2021-10-01,2021-10-31,Month 10,7.65568224533266,57,Low-cost
TR,2830,TR,TGW,2021-11-01,2021-11-30,Month 11,9.75918884664132,58,Low-cost
TU,9325,TU,TAR,2017-07-01,2017-07-31,Month 7,76.5,1,Mainline
TU,9326,TU,TAR,2017-08-01,2017-08-31,Month 8,79.3,2,Mainline
TU,9327,TU,TAR,2017-09-01,2017-09-30,Month 9,72.1,3,Mainline
TU,9328,TU,TAR,2017-12-01,2017-12-31,Month 12,71.1,4,Mainline
TU,1806,TU,TAR,2018-01-01,2018-12-31,Annual,74.4902636762686,5,Mainline
TU,1807,TU,TAR,2019-01-01,2019-12-31,Annual,75.4804938134066,6,Mainline
TU,1808,TU,TAR,2020-01-01,2020-12-31,Annual,65.5988210179231,7,Mainline
TV,8756,TV,TBA,2017-02-01,2017-02-28,Month 2,0.0,1,Mainline
TV,8757,TV,TBA,2017-03-01,2017-03-31,Month 3,0.0,2,Mainline
TV,8758,TV,TBA,2017-04-01,2017-04-30,Month 4,0.0,3,Mainline
TV,8759,TV,TBA,2017-05-01,2017-05-31,Month 5,0.0,4,Mainline
TV,8760,TV,TBA,2017-06-01,2017-06-30,Month 6,0.0,5,Mainline
TV,8761,TV,TBA,2017-07-01,2017-07-31,Month 7,0.0,6,Mainline
TV,8762,TV,TBA,2017-08-01,2017-08-31,Month 8,0.0,7,Mainline
TV,8763,TV,TBA,2017-09-01,2017-09-30,Month 9,0.0,8,Mainline
TV,8764,TV,TBA,2017-10-01,2017-10-31,Month 10,0.0,9,Mainline
TV,8765,TV,TBA,2017-11-01,2017-11-30,Month 11,0.0,10,Mainline
TV,8766,TV,TBA,2017-12-01,2017-12-31,Month 12,0.0,11,Mainline
TV,1628,TV,TBA,2018-01-01,2018-12-31,Annual,78.2655182445073,12,Mainline
TV,9243,TV,TBA,2019-01-01,2019-01-31,Month 1,75.4816324640989,13,Mainline
TV,1629,TV,TBA,2019-01-01,2019-12-31,Annual,77.1666632345847,13,Mainline
TV,9244,TV,TBA,2019-02-01,2019-02-28,Month 2,79.1497020121555,14,Mainline
TV,9245,TV,TBA,2019-03-01,2019-03-31,Month 3,77.9078320793919,15,Mainline
TV,9246,TV,TBA,2019-04-01,2019-04-30,Month 4,76.4030289172893,16,Mainline
TV,9247,TV,TBA,2019-05-01,2019-05-31,Month 5,75.387978732018,17,Mainline
TV,9248,TV,TBA,2019-06-01,2019-06-30,Month 6,78.1376852985176,18,Mainline
TV,9249,TV,TBA,2019-07-01,2019-07-31,Month 7,77.9009577990711,19,Mainline
TV,9250,TV,TBA,2019-08-01,2019-08-31,Month 8,81.4635341869684,20,Mainline
TV,9251,TV,TBA,2019-09-01,2019-09-30,Month 9,77.4285483262924,21,Mainline
TV,9252,TV,TBA,2019-10-01,2019-10-31,Month 10,77.5062922667015,22,Mainline
TV,9253,TV,TBA,2019-11-01,2019-11-30,Month 11,74.3737639730533,23,Mainline
TV,9254,TV,TBA,2019-12-01,2019-12-31,Month 12,75.1878654986143,24,Mainline
TV,1630,TV,TBA,2020-01-01,2020-12-31,Annual,72.3921081539211,25,Mainline
TV,1017,TV,TBA,2020-01-01,2020-01-31,Month 1,73.7770394043472,25,Mainline
TV,1018,TV,TBA,2020-02-01,2020-02-29,Month 2,43.6468343486341,26,Mainline
TV,1019,TV,TBA,2020-03-01,2020-03-31,Month 3,48.3923019735063,27,Mainline
TV,1020,TV,TBA,2020-04-01,2020-04-30,Month 4,66.8506888015847,28,Mainline
TV,1021,TV,TBA,2020-05-01,2020-05-31,Month 5,72.4356323590223,29,Mainline
TV,1022,TV,TBA,2020-06-01,2020-06-30,Month 6,73.8231088556324,30,Mainline
TV,1023,TV,TBA,2020-07-01,2020-07-31,Month 7,74.3310389248571,31,Mainline
TV,1024,TV,TBA,2020-08-01,2020-08-31,Month 8,73.97635167135,32,Mainline
TV,1025,TV,TBA,2020-09-01,2020-09-30,Month 9,76.4844268872733,33,Mainline
TV,1026,TV,TBA,2020-10-01,2020-10-31,Month 10,76.5465481726151,34,Mainline
TV,1027,TV,TBA,2020-11-01,2020-11-30,Month 11,73.4535788874122,35,Mainline
TV,1062,TV,TBA,2020-12-01,2020-12-31,Month 12,69.5292296344391,36,Mainline
TX,6059,TX,FWI,2017-02-01,2017-02-28,Month 2,85.028743636372,1,Regional
TX,6060,TX,FWI,2017-03-01,2017-03-31,Month 3,88.1723291748632,2,Regional
TX,6061,TX,FWI,2017-04-01,2017-04-30,Month 4,88.3898481630528,3,Regional
TX,6062,TX,FWI,2017-05-01,2017-05-31,Month 5,79.1079174055297,4,Regional
TX,6063,TX,FWI,2017-06-01,2017-06-30,Month 6,81.4740063199951,5,Regional
TX,6232,TX,FWI,2017-07-01,2017-07-31,Month 7,88.7700046065781,6,Regional
TX,6233,TX,FWI,2017-08-01,2017-08-31,Month 8,89.3397970022034,7,Regional
TX,6234,TX,FWI,2017-09-01,2017-09-30,Month 9,75.7155555835165,8,Regional
TX,6235,TX,FWI,2017-10-01,2017-10-31,Month 10,76.3416201522743,9,Regional
TX,6236,TX,FWI,2017-11-01,2017-11-30,Month 11,80.238278309682,10,Regional
TX,6237,TX,FWI,2017-12-01,2017-12-31,Month 12,85.3238489187176,11,Regional
TX,6238,TX,FWI,2018-01-01,2018-01-31,Month 1,85.1613405225952,12,Regional
TX,3597,TX,FWI,2018-01-01,2018-12-31,Annual,85.9,12,Regional
TX,6239,TX,FWI,2018-02-01,2018-02-28,Month 2,89.4776323043151,13,Regional
TX,6240,TX,FWI,2018-03-01,2018-03-31,Month 3,88.6236750982027,14,Regional
TX,6241,TX,FWI,2018-04-01,2018-04-30,Month 4,89.6063273455973,15,Regional
TX,6242,TX,FWI,2018-05-01,2018-05-31,Month 5,84.3395276827053,16,Regional
TX,6243,TX,FWI,2018-06-01,2018-06-30,Month 6,83.3134129755127,17,Regional
TX,6244,TX,FWI,2018-07-01,2018-07-31,Month 7,86.6202832909837,18,Regional
TX,6289,TX,FWI,2018-08-01,2018-08-31,Month 8,90.1731388710027,19,Regional
TX,6290,TX,FWI,2018-09-01,2018-09-30,Month 9,79.6987788502153,20,Regional
TX,6291,TX,FWI,2018-10-01,2018-10-31,Month 10,82.8296412273729,21,Regional
TX,6292,TX,FWI,2018-11-01,2018-11-30,Month 11,83.2325797011628,22,Regional
TX,6293,TX,FWI,2018-12-01,2018-12-31,Month 12,87.383445551284,23,Regional
TX,4990,TX,FWI,2019-01-01,2019-01-31,Month 1,87.0962309434863,24,Regional
TX,3598,TX,FWI,2019-01-01,2019-12-31,Annual,85.2321265250534,24,Regional
TX,4991,TX,FWI,2019-02-01,2019-02-28,Month 2,90.2225496645178,25,Regional
TX,4992,TX,FWI,2019-03-01,2019-03-31,Month 3,88.9949780726968,26,Regional
TX,4993,TX,FWI,2019-04-01,2019-04-30,Month 4,88.9246642798776,27,Regional
TX,4994,TX,FWI,2019-05-01,2019-05-31,Month 5,81.4793796581659,28,Regional
TX,4995,TX,FWI,2019-06-01,2019-06-30,Month 6,83.4206353223004,29,Regional
TX,4996,TX,FWI,2019-07-01,2019-07-31,Month 7,85.5567307315649,30,Regional
TX,4997,TX,FWI,2019-08-01,2019-08-31,Month 8,89.2668053127408,31,Regional
TX,4998,TX,FWI,2019-09-01,2019-09-30,Month 9,74.9391020627081,32,Regional
TX,4999,TX,FWI,2019-10-01,2019-10-31,Month 10,79.6003015502107,33,Regional
TX,5000,TX,FWI,2019-11-01,2019-11-30,Month 11,81.6471034027572,34,Regional
TX,5001,TX,FWI,2019-12-01,2019-12-31,Month 12,84.0971653527769,35,Regional
TX,3108,TX,FWI,2020-01-01,2020-01-31,Month 1,86.0753529995436,36,Regional
TX,3599,TX,FWI,2020-01-01,2020-12-31,Annual,75.6237422604245,36,Regional
TX,3109,TX,FWI,2020-02-01,2020-02-29,Month 2,88.1577823209445,37,Regional
TX,3110,TX,FWI,2020-03-01,2020-03-31,Month 3,79.7067329014066,38,Regional
TX,3111,TX,FWI,2020-04-01,2020-04-30,Month 4,0.765436298690254,39,Regional
TX,3112,TX,FWI,2020-05-01,2020-05-31,Month 5,2.99583601151385,40,Regional
TX,3113,TX,FWI,2020-06-01,2020-06-30,Month 6,64.1107997413236,41,Regional
TX,3114,TX,FWI,2020-07-01,2020-07-31,Month 7,75.2378254000962,42,Regional
TX,3115,TX,FWI,2020-08-01,2020-08-31,Month 8,80.2269890795632,43,Regional
TX,3116,TX,FWI,2020-09-01,2020-09-30,Month 9,63.7954341142914,44,Regional
TX,3117,TX,FWI,2020-10-01,2020-10-31,Month 10,60.4703345022883,45,Regional
TX,3118,TX,FWI,2020-11-01,2020-11-30,Month 11,44.3235693020573,46,Regional
TX,3119,TX,FWI,2020-12-01,2020-12-31,Month 12,72.8246383452248,47,Regional
TX,3120,TX,FWI,2021-01-01,2021-01-31,Month 1,79.2005427766761,48,Regional
TX,3121,TX,FWI,2021-02-01,2021-02-28,Month 2,49.3574056083744,49,Regional
TX,3122,TX,FWI,2021-03-01,2021-03-31,Month 3,41.3417379287038,50,Regional
TX,3123,TX,FWI,2021-04-01,2021-04-30,Month 4,46.0887855500155,51,Regional
TX,3124,TX,FWI,2021-05-01,2021-05-31,Month 5,53.771397018222,52,Regional
TX,3125,TX,FWI,2021-06-01,2021-06-30,Month 6,62.6810624637056,53,Regional
TX,3126,TX,FWI,2021-07-01,2021-07-31,Month 7,68.5674355180481,54,Regional
TY,5887,TY,TPC,2017-02-01,2017-02-28,Month 2,71.1111111111111,1,Regional
TY,5888,TY,TPC,2017-03-01,2017-03-31,Month 3,59.9465130631557,2,Regional
TY,5889,TY,TPC,2017-04-01,2017-04-30,Month 4,68.8982775430614,3,Regional
TY,5890,TY,TPC,2017-05-01,2017-05-31,Month 5,68.3527131782946,4,Regional
TY,5891,TY,TPC,2017-06-01,2017-06-30,Month 6,70.5251009809579,5,Regional
TY,5892,TY,TPC,2017-07-01,2017-07-31,Month 7,70.1385325808107,6,Regional
TY,5893,TY,TPC,2017-08-01,2017-08-31,Month 8,75.958897141113,7,Regional
TY,5894,TY,TPC,2017-09-01,2017-09-30,Month 9,68.7663637763745,8,Regional
TY,5895,TY,TPC,2017-10-01,2017-10-31,Month 10,76.6819003082155,9,Regional
TY,5896,TY,TPC,2017-11-01,2017-11-30,Month 11,73.6690270128508,10,Regional
TY,5897,TY,TPC,2017-12-01,2017-12-31,Month 12,70.7252162341983,11,Regional
TY,5898,TY,TPC,2018-01-01,2018-01-31,Month 1,74.039703982145,12,Regional
TY,3589,TY,TPC,2018-01-01,2018-12-31,Annual,69.6784042745516,12,Regional
TY,5899,TY,TPC,2018-02-01,2018-02-28,Month 2,70.2467343976778,13,Regional
TY,5900,TY,TPC,2018-03-01,2018-03-31,Month 3,65.1515151515152,14,Regional
TY,5901,TY,TPC,2018-04-01,2018-04-30,Month 4,69.620253164557,15,Regional
TY,5902,TY,TPC,2018-05-01,2018-05-31,Month 5,62.3529411764706,16,Regional
TY,5903,TY,TPC,2018-06-01,2018-06-30,Month 6,70.3683342495877,17,Regional
TY,5904,TY,TPC,2018-07-01,2018-07-31,Month 7,66.1538461538461,18,Regional
TY,5905,TY,TPC,2018-08-01,2018-08-31,Month 8,76.1455403320933,19,Regional
TY,5929,TY,TPC,2018-09-01,2018-09-30,Month 9,66.0953177257525,20,Regional
TY,5930,TY,TPC,2018-10-01,2018-10-31,Month 10,72.4849777088583,21,Regional
TY,5931,TY,TPC,2018-11-01,2018-11-30,Month 11,67.3664378953035,22,Regional
TY,5932,TY,TPC,2018-12-01,2018-12-31,Month 12,69.5316214931051,23,Regional
TY,3590,TY,TPC,2019-01-01,2019-12-31,Annual,70.2171390511348,24,Regional
TY,4985,TY,TPC,2019-01-01,2019-01-31,Month 1,70.0319277771661,24,Regional
TY,4986,TY,TPC,2019-02-01,2019-02-28,Month 2,67.2506531427693,25,Regional
TY,4987,TY,TPC,2019-03-01,2019-03-31,Month 3,66.5017012063099,26,Regional
TY,4988,TY,TPC,2019-04-01,2019-04-30,Month 4,67.0454545454545,27,Regional
TY,4989,TY,TPC,2019-05-01,2019-05-31,Month 5,58.0246913580247,28,Regional
TY,4941,TY,TPC,2019-06-01,2019-06-30,Month 6,68.4210526315789,29,Regional
TY,4942,TY,TPC,2019-07-01,2019-07-31,Month 7,65.2777777777778,30,Regional
TY,4943,TY,TPC,2019-08-01,2019-08-31,Month 8,79.5698924731183,31,Regional
TY,4944,TY,TPC,2019-09-01,2019-09-30,Month 9,68.75,32,Regional
TY,4945,TY,TPC,2019-10-01,2019-10-31,Month 10,77.1739130434783,33,Regional
TY,4946,TY,TPC,2019-11-01,2019-11-30,Month 11,75.3246753246753,34,Regional
TY,4947,TY,TPC,2019-12-01,2019-12-31,Month 12,73.38652661347341,35,Regional
TY,3085,TY,TPC,2020-01-01,2020-01-31,Month 1,77.7659785505388,36,Regional
TY,3591,TY,TPC,2020-01-01,2020-12-31,Annual,72.8108921329605,36,Regional
TY,3086,TY,TPC,2020-02-01,2020-02-29,Month 2,70.263057907135,37,Regional
TY,3087,TY,TPC,2020-03-01,2020-03-31,Month 3,62.9584646549072,38,Regional
TY,3088,TY,TPC,2020-04-01,2020-04-30,Month 4,14.9703030235069,39,Regional
TY,3089,TY,TPC,2020-05-01,2020-05-31,Month 5,52.9307499115502,40,Regional
TY,3090,TY,TPC,2020-06-01,2020-06-30,Month 6,68.879018879616,41,Regional
TY,3091,TY,TPC,2020-07-01,2020-07-31,Month 7,69.1972043250023,42,Regional
TY,3092,TY,TPC,2020-08-01,2020-08-31,Month 8,75.9410815983859,43,Regional
TY,3093,TY,TPC,2020-09-01,2020-09-30,Month 9,74.6952366359098,44,Regional
TY,3094,TY,TPC,2020-10-01,2020-10-31,Month 10,80.6089368830251,45,Regional
TY,3095,TY,TPC,2020-11-01,2020-11-30,Month 11,77.9720477439162,46,Regional
TY,3096,TY,TPC,2020-12-01,2020-12-31,Month 12,74.1812015344666,47,Regional
TY,3097,TY,TPC,2021-01-01,2021-01-31,Month 1,81.1337116941683,48,Regional
TY,3098,TY,TPC,2021-02-01,2021-02-28,Month 2,77.2016799804669,49,Regional
TY,3099,TY,TPC,2021-03-01,2021-03-31,Month 3,66.8589503355849,50,Regional
TY,3100,TY,TPC,2021-04-01,2021-04-30,Month 4,58.2474560709286,51,Regional
TY,3101,TY,TPC,2021-05-01,2021-05-31,Month 5,74.9360948082359,52,Regional
TY,3102,TY,TPC,2021-06-01,2021-06-30,Month 6,76.5128754009897,53,Regional
TY,3103,TY,TPC,2021-07-01,2021-07-31,Month 7,72.1522408586296,54,Regional
TY,3104,TY,TPC,2021-08-01,2021-08-31,Month 8,74.757141503336,55,Regional
TY,3105,TY,TPC,2021-09-01,2021-09-30,Month 9,68.5616389889031,56,Regional
TY,3106,TY,TPC,2021-10-01,2021-10-31,Month 10,64.3551536327202,57,Regional
TY,3107,TY,TPC,2021-11-01,2021-11-30,Month 11,78.7590484997065,58,Regional
TZ,8647,TZ,SCO,2017-02-01,2017-02-28,Month 2,85.097978467973,1,Regional
TZ,8648,TZ,SCO,2017-03-01,2017-03-31,Month 3,81.2107528399069,2,Regional
TZ,3877,TZ,,2019-01-01,2019-12-31,Annual,67.68321340862,3,Regional
TZ,3878,TZ,,2020-01-01,2020-12-31,Annual,60.4597725380245,4,Regional
U6,8767,U6,SVR,2017-02-01,2017-02-28,Month 2,75.6,1,Mainline
U6,8768,U6,SVR,2017-03-01,2017-03-31,Month 3,74.7462732606623,2,Mainline
U6,8769,U6,SVR,2017-04-01,2017-04-30,Month 4,78.127474670792,3,Mainline
U6,8770,U6,SVR,2017-05-01,2017-05-31,Month 5,80.695243123448,4,Mainline
U6,8771,U6,SVR,2017-06-01,2017-06-30,Month 6,84.8083302322928,5,Mainline
U6,8772,U6,SVR,2017-07-01,2017-07-31,Month 7,91.9440385179514,6,Mainline
U6,8773,U6,SVR,2017-08-01,2017-08-31,Month 8,92.2393502543171,7,Mainline
U6,8774,U6,SVR,2017-09-01,2017-09-30,Month 9,87.6703521434839,8,Mainline
