country_iso,total_cases,total_deaths,stringency_index,reproduction_rate,population,population_density,date
AFG,166.0,4.0,67.59,1.52,41128772.0,54.422,2020-03
AFG,1827.0,60.0,84.26,1.57,41128772.0,54.422,2020-04
AFG,15180.0,254.0,84.26,1.21,41128772.0,54.422,2020-05
AFG,31445.0,739.0,78.7,0.82,41128772.0,54.422,2020-06
AFG,36628.0,1275.0,78.7,0.78,41128772.0,54.422,2020-07
AFG,38248.0,1406.0,28.7,0.91,41128772.0,54.422,2020-08
AFG,39354.0,1462.0,28.7,1.06,41128772.0,54.422,2020-09
AFG,41334.0,1533.0,9.26,1.2,41128772.0,54.422,2020-10
AFG,46215.0,1763.0,12.04,1.1,41128772.0,54.422,2020-11
AFG,52330.0,2189.0,12.04,0.86,41128772.0,54.422,2020-12
AFG,55023.0,2400.0,12.04,0.78,41128772.0,54.422,2021-01
AFG,55714.0,2443.0,12.04,0.93,41128772.0,54.422,2021-02
AFG,56454.0,2484.0,26.85,1.33,41128772.0,54.422,2021-03
AFG,59745.0,2625.0,26.85,1.31,41128772.0,54.422,2021-04
AFG,71838.0,2944.0,41.67,1.38,41128772.0,54.422,2021-05
AFG,118659.0,4871.0,46.3,0.99,41128772.0,54.422,2021-06
AFG,147154.0,6708.0,52.31,0.74,41128772.0,54.422,2021-07
AFG,153220.0,7118.0,18.52,0.75,41128772.0,54.422,2021-08
AFG,155174.0,7204.0,35.19,0.86,41128772.0,54.422,2021-09
AFG,156250.0,7280.0,27.78,0.97,41128772.0,54.422,2021-10
AFG,157289.0,7308.0,27.78,1.02,41128772.0,54.422,2021-11
AFG,158084.0,7356.0,19.44,1.28,41128772.0,54.422,2021-12
ALB,243.0,15.0,84.26,1.08,2842318.0,104.871,2020-03
ALB,773.0,31.0,89.81,0.86,2842318.0,104.871,2020-04
ALB,1137.0,33.0,86.11,1.26,2842318.0,104.871,2020-05
ALB,2535.0,62.0,68.52,1.19,2842318.0,104.871,2020-06
ALB,5276.0,157.0,62.96,1.11,2842318.0,104.871,2020-07
ALB,9513.0,284.0,54.63,0.99,2842318.0,104.871,2020-08
ALB,13649.0,387.0,54.63,1.05,2842318.0,104.871,2020-09
ALB,20875.0,509.0,54.63,1.18,2842318.0,104.871,2020-10
ALB,38182.0,810.0,65.74,1.08,2842318.0,104.871,2020-11
ALB,58316.0,1181.0,56.48,0.96,2842318.0,104.871,2020-12
ALB,78127.0,1380.0,60.19,1.15,2842318.0,104.871,2021-01
ALB,107167.0,1796.0,60.19,0.92,2842318.0,104.871,2021-02
ALB,125157.0,2235.0,60.19,0.78,2842318.0,104.871,2021-03
ALB,131085.0,2394.0,54.63,0.68,2842318.0,104.871,2021-04
ALB,132315.0,2451.0,46.3,0.61,2842318.0,104.871,2021-05
ALB,132521.0,2456.0,37.96,1.0,2842318.0,104.871,2021-06
ALB,133081.0,2457.0,37.96,1.68,2842318.0,104.871,2021-07
ALB,146387.0,2498.0,38.89,1.32,2842318.0,104.871,2021-08
ALB,170131.0,2698.0,44.44,0.89,2842318.0,104.871,2021-09
ALB,185300.0,2924.0,44.44,1.01,2842318.0,104.871,2021-10
ALB,199945.0,3096.0,42.59,0.88,2842318.0,104.871,2021-11
ALB,210224.0,3217.0,40.74,1.48,2842318.0,104.871,2021-12
DZA,716.0,44.0,86.57,1.75,44903228.0,17.348,2020-03
DZA,4006.0,450.0,76.85,1.22,44903228.0,17.348,2020-04
DZA,9394.0,653.0,76.85,0.84,44903228.0,17.348,2020-05
DZA,13907.0,912.0,65.74,1.48,44903228.0,17.348,2020-06
DZA,30394.0,1210.0,79.63,1.0,44903228.0,17.348,2020-07
DZA,44494.0,1510.0,79.63,0.87,44903228.0,17.348,2020-08
DZA,51530.0,1736.0,75.93,0.84,44903228.0,17.348,2020-09
DZA,57942.0,1964.0,75.0,1.3,44903228.0,17.348,2020-10
DZA,83199.0,2431.0,72.22,0.98,44903228.0,17.348,2020-11
DZA,99610.0,2756.0,72.22,0.78,44903228.0,17.348,2020-12
DZA,107339.0,2891.0,72.22,0.98,44903228.0,17.348,2021-01
DZA,113092.0,2983.0,69.44,0.91,44903228.0,17.348,2021-02
DZA,117192.0,3093.0,77.78,0.99,44903228.0,17.348,2021-03
DZA,122108.0,3253.0,70.83,1.14,44903228.0,17.348,2021-04
DZA,128913.0,3472.0,61.57,1.15,44903228.0,17.348,2021-05
DZA,139626.0,3716.0,50.46,1.14,44903228.0,17.348,2021-06
DZA,171392.0,4254.0,49.07,1.06,44903228.0,17.348,2021-07
DZA,196080.0,5269.0,49.07,0.77,44903228.0,17.348,2021-08
DZA,203359.0,5812.0,56.48,0.8,44903228.0,17.348,2021-09
DZA,206452.0,5920.0,39.81,1.05,44903228.0,17.348,2021-10
DZA,210531.0,6071.0,50.0,1.14,44903228.0,17.348,2021-11
DZA,218432.0,6276.0,48.15,1.21,44903228.0,17.348,2021-12
AND,376.0,12.0,53.7,0.97,79843.0,163.755,2020-03
AND,745.0,42.0,52.78,0.53,79843.0,163.755,2020-04
AND,764.0,51.0,50.0,0.45,79843.0,163.755,2020-05
AND,855.0,52.0,42.59,0.39,79843.0,163.755,2020-06
AND,925.0,52.0,41.67,1.12,79843.0,163.755,2020-07
AND,1176.0,53.0,41.67,1.47,79843.0,163.755,2020-08
AND,2050.0,53.0,50.0,1.47,79843.0,163.755,2020-09
AND,4756.0,75.0,55.56,1.13,79843.0,163.755,2020-10
AND,6745.0,76.0,55.56,0.97,79843.0,163.755,2020-11
AND,8049.0,84.0,52.78,1.06,79843.0,163.755,2020-12
AND,9937.0,101.0,55.56,0.95,79843.0,163.755,2021-01
AND,10866.0,110.0,55.56,0.96,79843.0,163.755,2021-02
AND,12010.0,115.0,52.78,1.03,79843.0,163.755,2021-03
AND,13232.0,125.0,52.78,0.83,79843.0,163.755,2021-04
AND,13727.0,127.0,43.52,0.75,79843.0,163.755,2021-05
AND,13911.0,127.0,46.3,1.0,79843.0,163.755,2021-06
AND,14678.0,128.0,46.3,0.99,79843.0,163.755,2021-07
AND,15033.0,130.0,51.85,0.93,79843.0,163.755,2021-08
AND,15222.0,130.0,51.85,1.26,79843.0,163.755,2021-09
AND,15516.0,130.0,40.74,1.49,79843.0,163.755,2021-10
AND,17115.0,131.0,45.22,1.61,79843.0,163.755,2021-11
AND,23740.0,140.0,51.64,1.26,79843.0,163.755,2021-12
AGO,284.0,13.0,75.93,1.31,35588996.0,23.89,2020-06
AGO,1148.0,52.0,79.17,1.22,35588996.0,23.89,2020-07
AGO,2654.0,108.0,76.39,1.11,35588996.0,23.89,2020-08
AGO,4972.0,183.0,75.0,1.14,35588996.0,23.89,2020-09
AGO,10805.0,284.0,65.74,1.05,35588996.0,23.89,2020-10
AGO,15139.0,348.0,57.41,0.77,35588996.0,23.89,2020-11
AGO,17553.0,405.0,65.74,0.96,35588996.0,23.89,2020-12
AGO,19796.0,466.0,62.96,0.8,35588996.0,23.89,2021-01
AGO,20807.0,508.0,58.33,1.06,35588996.0,23.89,2021-02
AGO,22311.0,537.0,59.26,1.3,35588996.0,23.89,2021-03
AGO,26652.0,596.0,58.33,1.18,35588996.0,23.89,2021-04
AGO,34551.0,766.0,33.33,0.9,35588996.0,23.89,2021-05
AGO,38849.0,900.0,56.94,0.9,35588996.0,23.89,2021-06
AGO,42777.0,1011.0,56.94,1.02,35588996.0,23.89,2021-07
AGO,47544.0,1217.0,56.94,1.11,35588996.0,23.89,2021-08
AGO,56583.0,1537.0,63.89,1.2,35588996.0,23.89,2021-09
AGO,64433.0,1710.0,55.09,0.55,35588996.0,23.89,2021-10
AGO,65168.0,1733.0,61.11,0.95,35588996.0,23.89,2021-11
AGO,81593.0,1770.0,71.51,1.82,35588996.0,23.89,2021-12
ARG,1054.0,27.0,100.0,1.66,45510324.0,16.177,2020-03
ARG,4428.0,218.0,88.89,1.03,45510324.0,16.177,2020-04
ARG,16851.0,539.0,90.74,1.27,45510324.0,16.177,2020-05
ARG,64530.0,1307.0,88.89,1.19,45510324.0,16.177,2020-06
ARG,191302.0,3543.0,90.74,1.15,45510324.0,16.177,2020-07
ARG,417735.0,8660.0,87.96,1.15,45510324.0,16.177,2020-08
ARG,751001.0,16937.0,87.96,1.07,45510324.0,16.177,2020-09
ARG,1166924.0,31002.0,81.94,0.88,45510324.0,16.177,2020-10
ARG,1424533.0,38730.0,79.17,0.9,45510324.0,16.177,2020-11
ARG,1625514.0,43245.0,79.17,1.21,45510324.0,16.177,2020-12
ARG,1927239.0,47974.0,79.17,0.9,45510324.0,16.177,2021-01
ARG,2107365.0,51965.0,77.31,0.98,45510324.0,16.177,2021-02
ARG,2348821.0,55858.0,71.76,1.29,45510324.0,16.177,2021-03
ARG,2977363.0,63865.0,71.76,0.95,45510324.0,16.177,2021-04
ARG,3781784.0,78093.0,81.48,1.03,45510324.0,16.177,2021-05
ARG,4470374.0,94304.0,75.0,0.94,45510324.0,16.177,2021-06
ARG,4929764.0,105721.0,74.1,0.92,45510324.0,16.177,2021-07
ARG,5185620.0,111812.0,74.24,0.76,45510324.0,16.177,2021-08
ARG,5256902.0,115179.0,73.41,0.75,45510324.0,16.177,2021-09
ARG,5288807.0,115950.0,40.64,1.02,45510324.0,16.177,2021-10
ARG,5330748.0,116589.0,38.82,1.21,45510324.0,16.177,2021-11
ARG,5654408.0,117169.0,36.53,2.11,45510324.0,16.177,2021-12
AUS,4559.0,18.0,71.3,1.19,26177410.0,3.202,2020-03
AUS,6766.0,93.0,69.44,0.59,26177410.0,3.202,2020-04
AUS,7202.0,103.0,63.43,0.96,26177410.0,3.202,2020-05
AUS,7920.0,104.0,52.31,1.99,26177410.0,3.202,2020-06
AUS,17280.0,201.0,68.06,1.2,26177410.0,3.202,2020-07
AUS,25819.0,657.0,75.46,0.61,26177410.0,3.202,2020-08
AUS,27096.0,888.0,68.06,0.69,26177410.0,3.202,2020-09
AUS,27595.0,907.0,62.5,0.74,26177410.0,3.202,2020-10
AUS,27912.0,908.0,64.35,0.95,26177410.0,3.202,2020-11
AUS,28425.0,909.0,70.83,1.09,26177410.0,3.202,2020-12
AUS,28818.0,909.0,70.83,0.77,26177410.0,3.202,2021-01
AUS,28978.0,909.0,50.46,1.29,26177410.0,3.202,2021-02
AUS,29322.0,909.0,75.46,1.06,26177410.0,3.202,2021-03
AUS,29811.0,910.0,54.17,0.94,26177410.0,3.202,2021-04
AUS,30118.0,910.0,75.46,1.09,26177410.0,3.202,2021-05
AUS,30643.0,910.0,68.06,1.5,26177410.0,3.202,2021-06
AUS,34383.0,924.0,68.06,1.34,26177410.0,3.202,2021-07
AUS,55093.0,1012.0,71.76,1.35,26177410.0,3.202,2021-08
AUS,107181.0,1311.0,71.76,1.11,26177410.0,3.202,2021-09
AUS,172030.0,1743.0,63.43,0.82,26177410.0,3.202,2021-10
AUS,211655.0,2011.0,73.47,1.05,26177410.0,3.202,2021-11
AUS,425496.0,2253.0,47.16,2.2,26177410.0,3.202,2021-12
AUT,9264.0,134.0,81.48,1.26,8939617.0,106.749,2020-03
AUT,15402.0,635.0,75.0,0.56,8939617.0,106.749,2020-04
AUT,16610.0,741.0,53.7,0.86,8939617.0,106.749,2020-05
AUT,17629.0,810.0,50.0,1.44,8939617.0,106.749,2020-06
AUT,20873.0,848.0,37.96,1.04,8939617.0,106.749,2020-07
AUT,27131.0,903.0,37.96,1.17,8939617.0,106.749,2020-08
AUT,44231.0,994.0,40.74,1.12,8939617.0,106.749,2020-09
AUT,101467.0,1431.0,64.81,1.53,8939617.0,106.749,2020-10
AUT,278500.0,4084.0,82.41,0.8,8939617.0,106.749,2020-11
AUT,356063.0,7486.0,82.41,0.96,8939617.0,106.749,2020-12
AUT,409286.0,9393.0,82.41,0.93,8939617.0,106.749,2021-01
AUT,452646.0,10432.0,75.93,1.17,8939617.0,106.749,2021-02
AUT,537302.0,11404.0,73.15,1.02,8939617.0,106.749,2021-03
AUT,611569.0,12416.0,76.85,0.85,8939617.0,106.749,2021-04
AUT,639722.0,12922.0,65.38,0.71,8939617.0,106.749,2021-05
AUT,645936.0,13070.0,53.91,0.77,8939617.0,106.749,2021-06
AUT,654243.0,13135.0,47.72,1.25,8939617.0,106.749,2021-07
AUT,682620.0,13227.0,52.54,1.2,8939617.0,106.749,2021-08
AUT,737702.0,13506.0,46.56,1.01,8939617.0,106.749,2021-09
AUT,822260.0,13946.0,54.49,1.42,8939617.0,106.749,2021-10
AUT,1147912.0,15405.0,52.0,0.84,8939617.0,106.749,2021-11
AUT,1270811.0,16815.0,43.75,1.18,8939617.0,106.749,2021-12
AZE,298.0,5.0,88.89,1.66,10358078.0,119.309,2020-03
AZE,1804.0,24.0,87.96,1.1,10358078.0,119.309,2020-04
AZE,5494.0,63.0,75.93,1.4,10358078.0,119.309,2020-05
AZE,17524.0,213.0,96.3,1.13,10358078.0,119.309,2020-06
AZE,31878.0,448.0,93.52,0.77,10358078.0,119.309,2020-07
AZE,36435.0,534.0,85.19,1.0,10358078.0,119.309,2020-08
AZE,40229.0,591.0,68.98,0.98,10358078.0,119.309,2020-09
AZE,55269.0,730.0,64.35,1.36,10358078.0,119.309,2020-10
AZE,121176.0,1392.0,69.91,1.27,10358078.0,119.309,2020-11
AZE,218700.0,2641.0,84.26,0.49,10358078.0,119.309,2020-12
AZE,230219.0,3132.0,79.63,0.65,10358078.0,119.309,2021-01
AZE,234537.0,3220.0,67.59,1.33,10358078.0,119.309,2021-02
AZE,261713.0,3567.0,67.59,1.4,10358078.0,119.309,2021-03
AZE,319109.0,4517.0,73.15,0.74,10358078.0,119.309,2021-04
AZE,333956.0,4913.0,69.44,0.55,10358078.0,119.309,2021-05
AZE,336047.0,4974.0,62.85,1.18,10358078.0,119.309,2021-06
AZE,343849.0,5023.0,58.87,1.63,10358078.0,119.309,2021-07
AZE,424891.0,5636.0,60.28,1.06,10358078.0,119.309,2021-08
AZE,483902.0,6525.0,54.56,0.72,10358078.0,119.309,2021-09
AZE,531370.0,7074.0,61.16,1.09,10358078.0,119.309,2021-10
AZE,588318.0,7856.0,60.37,0.89,10358078.0,119.309,2021-11
AZE,616947.0,8358.0,59.83,0.79,10358078.0,119.309,2021-12
BHS,102.0,11.0,92.59,0.33,409989.0,39.497,2020-05
BHS,104.0,11.0,81.48,0.72,409989.0,39.497,2020-06
BHS,574.0,14.0,81.94,1.5,409989.0,39.497,2020-07
BHS,2217.0,50.0,82.87,1.13,409989.0,39.497,2020-08
BHS,4123.0,96.0,73.61,1.12,409989.0,39.497,2020-09
BHS,6714.0,144.0,71.76,0.86,409989.0,39.497,2020-10
BHS,7541.0,163.0,68.98,0.82,409989.0,39.497,2020-11
BHS,7871.0,170.0,68.98,1.04,409989.0,39.497,2020-12
BHS,8174.0,176.0,68.98,1.08,409989.0,39.497,2021-01
BHS,8519.0,179.0,68.98,1.04,409989.0,39.497,2021-02
BHS,9119.0,188.0,68.06,1.21,409989.0,39.497,2021-03
BHS,10453.0,199.0,70.83,1.19,409989.0,39.497,2021-04
BHS,11796.0,230.0,64.35,1.05,409989.0,39.497,2021-05
BHS,12586.0,246.0,48.16,1.28,409989.0,39.497,2021-06
BHS,14840.0,287.0,56.78,1.16,409989.0,39.497,2021-07
BHS,18139.0,354.0,51.53,1.08,409989.0,39.497,2021-08
BHS,20984.0,531.0,48.59,0.87,409989.0,39.497,2021-09
BHS,22351.0,643.0,44.08,0.79,409989.0,39.497,2021-10
BHS,22791.0,671.0,51.84,1.1,409989.0,39.497,2021-11
BHS,24476.0,717.0,42.59,1.4,409989.0,39.497,2021-12
BHR,567.0,4.0,78.7,1.34,1472237.0,1935.907,2020-03
BHR,3040.0,8.0,75.0,1.22,1472237.0,1935.907,2020-04
BHR,11398.0,19.0,75.0,1.31,1472237.0,1935.907,2020-05
BHR,26758.0,87.0,75.0,1.01,1472237.0,1935.907,2020-06
BHR,40982.0,147.0,69.44,0.87,1472237.0,1935.907,2020-07
BHR,51972.0,190.0,60.19,1.13,1472237.0,1935.907,2020-08
BHR,70864.0,251.0,60.19,0.86,1472237.0,1935.907,2020-09
BHR,81645.0,321.0,54.63,0.81,1472237.0,1935.907,2020-10
BHR,86956.0,341.0,54.63,0.99,1472237.0,1935.907,2020-11
BHR,92675.0,352.0,50.93,1.17,1472237.0,1935.907,2020-12
BHR,103057.0,375.0,58.33,1.28,1472237.0,1935.907,2021-01
BHR,122394.0,449.0,55.56,0.96,1472237.0,1935.907,2021-02
BHR,144445.0,521.0,56.48,1.15,1472237.0,1935.907,2021-03
BHR,176934.0,646.0,53.7,1.08,1472237.0,1935.907,2021-04
BHR,240531.0,980.0,66.67,0.95,1472237.0,1935.907,2021-05
BHR,265827.0,1352.0,66.67,0.47,1472237.0,1935.907,2021-06
BHR,269186.0,1384.0,39.26,1.01,1472237.0,1935.907,2021-07
BHR,272540.0,1388.0,41.48,0.96,1472237.0,1935.907,2021-08
BHR,275057.0,1389.0,22.11,0.89,1472237.0,1935.907,2021-09
BHR,276829.0,1393.0,23.8,0.79,1472237.0,1935.907,2021-10
BHR,277690.0,1394.0,23.66,1.17,1472237.0,1935.907,2021-11
BHR,282062.0,1394.0,31.29,2.06,1472237.0,1935.907,2021-12
BGD,7667.0,168.0,93.52,1.36,171186368.0,1265.036,2020-04
BGD,47153.0,650.0,62.96,1.37,171186368.0,1265.036,2020-05
BGD,145483.0,1847.0,74.54,1.03,171186368.0,1265.036,2020-06
BGD,237661.0,3111.0,80.09,0.88,171186368.0,1265.036,2020-07
BGD,312996.0,4281.0,80.09,0.9,171186368.0,1265.036,2020-08
BGD,363479.0,5251.0,80.09,0.92,171186368.0,1265.036,2020-09
BGD,407684.0,5923.0,80.09,1.08,171186368.0,1265.036,2020-10
BGD,464932.0,6644.0,80.09,1.04,171186368.0,1265.036,2020-11
BGD,513510.0,7559.0,80.09,0.83,171186368.0,1265.036,2020-12
BGD,535139.0,8127.0,81.02,0.81,171186368.0,1265.036,2021-01
BGD,546216.0,8408.0,81.02,1.18,171186368.0,1265.036,2021-02
BGD,611295.0,9046.0,83.33,1.54,171186368.0,1265.036,2021-03
BGD,759132.0,11450.0,83.33,0.63,171186368.0,1265.036,2021-04
BGD,800540.0,12619.0,72.22,1.15,171186368.0,1265.036,2021-05
BGD,913258.0,14503.0,86.11,1.43,171186368.0,1265.036,2021-06
BGD,1249484.0,20685.0,93.52,1.17,171186368.0,1265.036,2021-07
BGD,1500618.0,26195.0,69.44,0.64,171186368.0,1265.036,2021-08
BGD,1555911.0,27510.0,43.52,0.69,171186368.0,1265.036,2021-09
BGD,1569539.0,27868.0,40.27,0.74,171186368.0,1265.036,2021-10
BGD,1576284.0,27981.0,40.15,1.01,171186368.0,1265.036,2021-11
BGD,1585539.0,28072.0,32.67,1.43,171186368.0,1265.036,2021-12
BRB,110.0,7.0,45.37,0.52,281646.0,664.463,2020-07
BRB,174.0,7.0,38.89,0.81,281646.0,664.463,2020-08
BRB,190.0,7.0,35.19,0.7,281646.0,664.463,2020-09
BRB,237.0,7.0,40.74,0.8,281646.0,664.463,2020-10
BRB,276.0,7.0,40.74,1.14,281646.0,664.463,2020-11
BRB,383.0,7.0,48.15,1.24,281646.0,664.463,2020-12
BRB,1545.0,14.0,66.67,1.12,281646.0,664.463,2021-01
BRB,3068.0,33.0,74.07,0.88,281646.0,664.463,2021-02
BRB,3652.0,42.0,66.67,0.76,281646.0,664.463,2021-03
BRB,3855.0,44.0,72.22,1.0,281646.0,664.463,2021-04
BRB,4017.0,47.0,66.67,0.81,281646.0,664.463,2021-05
BRB,4081.0,47.0,50.93,1.16,281646.0,664.463,2021-06
BRB,4390.0,48.0,50.0,1.13,281646.0,664.463,2021-07
BRB,5032.0,50.0,56.48,1.5,281646.0,664.463,2021-08
BRB,8381.0,74.0,70.37,1.31,281646.0,664.463,2021-09
BRB,17763.0,153.0,67.59,1.03,281646.0,664.463,2021-10
BRB,25316.0,229.0,67.59,0.86,281646.0,664.463,2021-11
BRB,28565.0,260.0,57.35,1.38,281646.0,664.463,2021-12
BLR,152.0,1.0,8.33,2.39,9534956.0,46.858,2020-03
BLR,14027.0,89.0,31.48,1.27,9534956.0,46.858,2020-04
BLR,42556.0,235.0,31.48,0.97,9534956.0,46.858,2020-05
BLR,62118.0,392.0,31.48,0.68,9534956.0,46.858,2020-06
BLR,67808.0,559.0,31.48,0.87,9534956.0,46.858,2020-07
BLR,71843.0,681.0,31.48,1.08,9534956.0,46.858,2020-08
BLR,78631.0,833.0,31.48,1.28,9534956.0,46.858,2020-09
BLR,98482.0,980.0,37.04,1.18,9534956.0,46.858,2020-10
BLR,136647.0,1158.0,37.04,1.12,9534956.0,46.858,2020-11
BLR,194284.0,1424.0,42.59,0.99,9534956.0,46.858,2020-12
BLR,248336.0,1718.0,42.59,0.95,9534956.0,46.858,2021-01
BLR,287306.0,1976.0,42.59,0.94,9534956.0,46.858,2021-02
BLR,321807.0,2247.0,42.59,1.03,9534956.0,46.858,2021-03
BLR,358738.0,2542.0,42.59,0.96,9534956.0,46.858,2021-04
BLR,394439.0,2851.0,43.52,0.85,9534956.0,46.858,2021-05
BLR,417189.0,3143.0,43.52,1.11,9534956.0,46.858,2021-06
BLR,446040.0,3454.0,29.63,1.02,9534956.0,46.858,2021-07
BLR,481532.0,3780.0,19.44,1.15,9534956.0,46.858,2021-08
BLR,538086.0,4143.0,19.44,1.01,9534956.0,46.858,2021-09
BLR,600168.0,4631.0,19.44,0.99,9534956.0,46.858,2021-10
BLR,654718.0,5081.0,19.44,0.97,9534956.0,46.858,2021-11
BLR,699110.0,5578.0,19.44,0.89,9534956.0,46.858,2021-12
BEL,12775.0,705.0,81.48,1.71,11655923.0,375.564,2020-03
BEL,48519.0,7594.0,81.48,0.8,11655923.0,375.564,2020-04
BEL,58381.0,9467.0,75.0,0.74,11655923.0,375.564,2020-05
BEL,61427.0,9747.0,51.85,1.03,11655923.0,375.564,2020-06
BEL,68751.0,9841.0,62.96,1.35,11655923.0,375.564,2020-07
BEL,85236.0,9895.0,54.63,1.1,11655923.0,375.564,2020-08
BEL,118452.0,10016.0,47.22,1.4,11655923.0,375.564,2020-09
BEL,429229.0,11625.0,56.48,1.07,11655923.0,375.564,2020-10
BEL,577345.0,16645.0,63.89,0.79,11655923.0,375.564,2020-11
BEL,646496.0,19528.0,60.19,0.94,11655923.0,375.564,2020-12
BEL,710153.0,21092.0,62.96,1.03,11655923.0,375.564,2021-01
BEL,771511.0,22077.0,62.96,1.07,11655923.0,375.564,2021-02
BEL,882453.0,23016.0,70.37,1.05,11655923.0,375.564,2021-03
BEL,990229.0,24230.0,60.19,0.92,11655923.0,375.564,2021-04
BEL,1062001.0,24955.0,50.93,0.81,11655923.0,375.564,2021-05
BEL,1085131.0,25173.0,50.93,1.09,11655923.0,375.564,2021-06
BEL,1124715.0,25241.0,47.22,1.19,11655923.0,375.564,2021-07
BEL,1184664.0,25380.0,47.22,1.09,11655923.0,375.564,2021-08
BEL,1244954.0,25602.0,43.06,1.14,11655923.0,375.564,2021-09
BEL,1360650.0,25994.0,31.99,1.44,11655923.0,375.564,2021-10
BEL,1766035.0,27015.0,36.81,1.17,11655923.0,375.564,2021-11
BEL,2105343.0,28331.0,33.89,1.25,11655923.0,375.564,2021-12
BLZ,1007.0,13.0,72.69,1.16,405285.0,16.426,2020-08
BLZ,1992.0,27.0,72.22,1.19,405285.0,16.426,2020-09
BLZ,3487.0,59.0,66.67,1.17,405285.0,16.426,2020-10
BLZ,5854.0,148.0,72.22,0.91,405285.0,16.426,2020-11
BLZ,10776.0,248.0,72.22,0.75,405285.0,16.426,2020-12
BLZ,11908.0,301.0,73.15,0.78,405285.0,16.426,2021-01
BLZ,12293.0,315.0,73.15,0.74,405285.0,16.426,2021-02
BLZ,12456.0,317.0,73.15,0.64,405285.0,16.426,2021-03
BLZ,12668.0,323.0,43.52,1.01,405285.0,16.426,2021-04
BLZ,12809.0,324.0,65.64,1.3,405285.0,16.426,2021-05
BLZ,13251.0,329.0,59.02,1.33,405285.0,16.426,2021-06
BLZ,14163.0,337.0,56.01,1.27,405285.0,16.426,2021-07
BLZ,16353.0,362.0,44.38,1.25,405285.0,16.426,2021-08
BLZ,20801.0,414.0,61.8,1.2,405285.0,16.426,2021-09
BLZ,26798.0,491.0,61.64,1.0,405285.0,16.426,2021-10
BLZ,30431.0,578.0,61.2,0.95,405285.0,16.426,2021-11
BLZ,32840.0,602.0,60.28,1.65,405285.0,16.426,2021-12
BEN,232.0,3.0,57.41,1.08,13352864.0,99.11,2020-05
BEN,1199.0,21.0,41.67,1.04,13352864.0,99.11,2020-06
BEN,1805.0,36.0,41.67,0.97,13352864.0,99.11,2020-07
BEN,2145.0,40.0,41.67,0.94,13352864.0,99.11,2020-08
BEN,2357.0,41.0,47.22,0.96,13352864.0,99.11,2020-09
BEN,2643.0,41.0,43.52,0.97,13352864.0,99.11,2020-10
BEN,3015.0,43.0,40.74,0.94,13352864.0,99.11,2020-11
BEN,3251.0,44.0,35.19,0.85,13352864.0,99.11,2020-12
BEN,3893.0,52.0,26.39,0.86,13352864.0,99.11,2021-01
BEN,5434.0,70.0,30.56,0.76,13352864.0,99.11,2021-02
BEN,7100.0,90.0,46.3,0.73,13352864.0,99.11,2021-03
BEN,7821.0,99.0,38.89,0.62,13352864.0,99.11,2021-04
BEN,8058.0,101.0,38.89,0.49,13352864.0,99.11,2021-05
BEN,8199.0,104.0,38.89,0.39,13352864.0,99.11,2021-06
BEN,8394.0,108.0,38.89,0.39,13352864.0,99.11,2021-07
BEN,13366.0,128.0,37.04,0.47,13352864.0,99.11,2021-08
BEN,23890.0,159.0,50.0,0.49,13352864.0,99.11,2021-09
BEN,24749.0,161.0,50.0,0.47,13352864.0,99.11,2021-10
BEN,24850.0,161.0,50.0,0.39,13352864.0,99.11,2021-11
BEN,24935.0,161.0,50.0,0.34,13352864.0,99.11,2021-12
BTN,859.0,1.0,69.91,0.45,782457.0,21.188,2021-01
BTN,867.0,1.0,43.06,0.33,782457.0,21.188,2021-02
BTN,873.0,1.0,72.22,0.96,782457.0,21.188,2021-03
BTN,1074.0,1.0,69.91,1.31,782457.0,21.188,2021-04
BTN,1620.0,1.0,68.52,1.14,782457.0,21.188,2021-05
BTN,2100.0,1.0,63.43,1.0,782457.0,21.188,2021-06
BTN,2515.0,2.0,59.72,0.68,782457.0,21.188,2021-07
BTN,2596.0,3.0,62.96,0.37,782457.0,21.188,2021-08
BTN,2601.0,3.0,61.11,0.49,782457.0,21.188,2021-09
BTN,2621.0,3.0,47.22,0.51,782457.0,21.188,2021-10
BTN,2640.0,3.0,53.24,0.65,782457.0,21.188,2021-11
BTN,2660.0,3.0,49.07,0.97,782457.0,21.188,2021-12
BOL,1167.0,62.0,96.3,1.49,12224114.0,10.202,2020-04
BOL,9982.0,313.0,93.52,1.32,12224114.0,10.202,2020-05
BOL,33219.0,1123.0,89.81,1.16,12224114.0,10.202,2020-06
BOL,76789.0,2977.0,89.81,1.02,12224114.0,10.202,2020-07
BOL,116598.0,5027.0,89.81,0.85,12224114.0,10.202,2020-08
BOL,135311.0,7965.0,81.48,0.79,12224114.0,10.202,2020-09
BOL,141757.0,8725.0,81.48,0.84,12224114.0,10.202,2020-10
BOL,144708.0,8957.0,84.26,1.17,12224114.0,10.202,2020-11
BOL,160124.0,9165.0,52.78,1.4,12224114.0,10.202,2020-12
BOL,216835.0,10379.0,30.56,1.0,12224114.0,10.202,2021-01
BOL,249010.0,11649.0,19.44,0.9,12224114.0,10.202,2021-02
BOL,272411.0,12257.0,25.0,1.05,12224114.0,10.202,2021-03
BOL,303732.0,12951.0,27.78,1.17,12224114.0,10.202,2021-04
BOL,371279.0,14524.0,27.78,1.09,12224114.0,10.202,2021-05
BOL,439624.0,16767.0,27.78,0.89,12224114.0,10.202,2021-06
