country_iso,total_cases,total_deaths,stringency_index,reproduction_rate,population,population_density,date
CZE,2475729.0,36129.0,39.59,0.99,10493990.0,137.176,2021-12
COD,572.0,31.0,80.56,1.24,99010216.0,35.879,2020-04
COD,3070.0,72.0,80.56,1.16,99010216.0,35.879,2020-05
COD,7039.0,170.0,80.56,1.03,99010216.0,35.879,2020-06
COD,9070.0,215.0,55.56,0.96,99010216.0,35.879,2020-07
COD,10097.0,258.0,46.3,0.99,99010216.0,35.879,2020-08
COD,10659.0,272.0,43.52,1.05,99010216.0,35.879,2020-09
COD,11306.0,307.0,22.22,1.16,99010216.0,35.879,2020-10
COD,12772.0,333.0,22.22,1.19,99010216.0,35.879,2020-11
COD,17658.0,591.0,26.85,1.1,99010216.0,35.879,2020-12
COD,22771.0,671.0,36.11,1.02,99010216.0,35.879,2021-01
COD,25913.0,707.0,32.41,1.03,99010216.0,35.879,2021-02
COD,28142.0,743.0,28.7,1.02,99010216.0,35.879,2021-03
COD,29853.0,766.0,38.89,1.08,99010216.0,35.879,2021-04
COD,31651.0,782.0,41.67,1.2,99010216.0,35.879,2021-05
COD,40836.0,924.0,41.67,1.08,99010216.0,35.879,2021-06
COD,49917.0,1038.0,49.07,0.99,99010216.0,35.879,2021-07
COD,54863.0,1059.0,37.96,0.96,99010216.0,35.879,2021-08
COD,56937.0,1084.0,37.96,0.95,99010216.0,35.879,2021-09
COD,57470.0,1091.0,39.81,0.98,99010216.0,35.879,2021-10
COD,58234.0,1107.0,39.81,1.07,99010216.0,35.879,2021-11
COD,74793.0,1205.0,38.89,0.9,99010216.0,35.879,2021-12
DNK,2860.0,90.0,72.22,1.42,5882259.0,136.52,2020-03
DNK,9158.0,452.0,68.52,0.85,5882259.0,136.52,2020-04
DNK,11669.0,574.0,60.19,0.79,5882259.0,136.52,2020-05
DNK,12768.0,605.0,57.41,0.89,5882259.0,136.52,2020-06
DNK,13789.0,615.0,57.41,1.47,5882259.0,136.52,2020-07
DNK,16985.0,624.0,53.7,1.17,5882259.0,136.52,2020-08
DNK,27998.0,650.0,50.93,1.08,5882259.0,136.52,2020-09
DNK,46351.0,721.0,43.52,1.24,5882259.0,136.52,2020-10
DNK,80481.0,837.0,45.37,1.17,5882259.0,136.52,2020-11
DNK,163479.0,1298.0,51.85,0.87,5882259.0,136.52,2020-12
DNK,198472.0,2125.0,70.37,0.72,5882259.0,136.52,2021-01
DNK,211195.0,2361.0,62.96,1.08,5882259.0,136.52,2021-02
DNK,230603.0,2419.0,64.81,1.06,5882259.0,136.52,2021-03
DNK,250554.0,2483.0,64.82,1.08,5882259.0,136.52,2021-04
DNK,281227.0,2516.0,53.67,0.91,5882259.0,136.52,2021-05
DNK,293677.0,2534.0,47.03,1.09,5882259.0,136.52,2021-06
DNK,316807.0,2549.0,39.54,1.07,5882259.0,136.52,2021-07
DNK,345693.0,2584.0,37.95,0.86,5882259.0,136.52,2021-08
DNK,358796.0,2656.0,20.37,1.07,5882259.0,136.52,2021-09
DNK,387783.0,2714.0,20.37,1.33,5882259.0,136.52,2021-10
DNK,487401.0,2895.0,31.95,1.18,5882259.0,136.52,2021-11
DNK,802397.0,3267.0,31.5,1.34,5882259.0,136.52,2021-12
DJI,1089.0,2.0,94.44,0.79,1120851.0,41.285,2020-04
DJI,3354.0,24.0,59.26,1.25,1120851.0,41.285,2020-05
DJI,4682.0,54.0,59.26,0.86,1120851.0,41.285,2020-06
DJI,5084.0,58.0,50.93,0.87,1120851.0,41.285,2020-07
DJI,5387.0,60.0,50.93,0.49,1120851.0,41.285,2020-08
DJI,5416.0,61.0,47.22,0.88,1120851.0,41.285,2020-09
DJI,5561.0,61.0,43.52,1.04,1120851.0,41.285,2020-10
DJI,5679.0,61.0,43.52,1.02,1120851.0,41.285,2020-11
DJI,5831.0,61.0,43.52,1.05,1120851.0,41.285,2020-12
DJI,5932.0,63.0,37.96,0.93,1120851.0,41.285,2021-01
DJI,6066.0,63.0,37.96,1.37,1120851.0,41.285,2021-02
DJI,8002.0,70.0,34.26,1.51,1120851.0,41.285,2021-03
DJI,11100.0,143.0,37.96,0.69,1120851.0,41.285,2021-04
DJI,11533.0,154.0,43.52,0.59,1120851.0,41.285,2021-05
DJI,11602.0,155.0,43.52,0.74,1120851.0,41.285,2021-06
DJI,11651.0,156.0,43.52,1.0,1120851.0,41.285,2021-07
DJI,11750.0,157.0,43.52,1.45,1120851.0,41.285,2021-08
DJI,12811.0,167.0,43.52,0.91,1120851.0,41.285,2021-09
DJI,13478.0,181.0,49.07,0.37,1120851.0,41.285,2021-10
DJI,13504.0,186.0,49.07,0.75,1120851.0,41.285,2021-11
DJI,13656.0,189.0,43.52,1.99,1120851.0,41.285,2021-12
DMA,1638.0,4.0,46.3,0.79,72758.0,98.567,2021-08
DMA,3481.0,20.0,53.7,1.0,72758.0,98.567,2021-09
DMA,4823.0,32.0,73.13,1.05,72758.0,98.567,2021-10
DMA,6028.0,38.0,73.05,1.03,72758.0,98.567,2021-11
DMA,6814.0,47.0,65.61,1.02,72758.0,98.567,2021-12
DOM,1109.0,51.0,92.59,1.75,11228821.0,222.873,2020-03
DOM,6972.0,301.0,100.0,1.2,11228821.0,222.873,2020-04
DOM,17285.0,502.0,87.04,1.1,11228821.0,222.873,2020-05
DOM,32568.0,747.0,83.33,1.18,11228821.0,222.873,2020-06
DOM,69649.0,1160.0,78.7,1.01,11228821.0,222.873,2020-07
DOM,94715.0,1710.0,78.7,0.93,11228821.0,222.873,2020-08
DOM,112209.0,2105.0,78.7,0.95,11228821.0,222.873,2020-09
DOM,127018.0,2245.0,67.59,1.03,11228821.0,222.873,2020-10
DOM,143988.0,2331.0,64.81,1.12,11228821.0,222.873,2020-11
DOM,170785.0,2414.0,70.37,1.1,11228821.0,222.873,2020-12
DOM,214060.0,2666.0,70.37,0.97,11228821.0,222.873,2021-01
DOM,239617.0,3100.0,70.37,0.84,11228821.0,222.873,2021-02
DOM,252727.0,3325.0,70.37,0.97,11228821.0,222.873,2021-03
DOM,266561.0,3480.0,70.37,1.07,11228821.0,222.873,2021-04
DOM,292786.0,3628.0,66.67,1.12,11228821.0,222.873,2021-05
DOM,325221.0,3822.0,62.96,0.9,11228821.0,222.873,2021-06
DOM,341905.0,3963.0,60.19,0.85,11228821.0,222.873,2021-07
DOM,350173.0,4008.0,51.39,1.0,11228821.0,222.873,2021-08
DOM,359047.0,4046.0,65.74,1.22,11228821.0,222.873,2021-09
DOM,381667.0,4130.0,58.81,1.07,11228821.0,222.873,2021-10
DOM,407251.0,4204.0,47.24,0.81,11228821.0,222.873,2021-11
DOM,418778.0,4247.0,47.08,1.62,11228821.0,222.873,2021-12
ECU,2240.0,75.0,93.52,1.61,18001002.0,66.939,2020-03
ECU,24934.0,900.0,93.52,1.23,18001002.0,66.939,2020-04
ECU,39098.0,3358.0,86.11,1.13,18001002.0,66.939,2020-05
ECU,56432.0,4527.0,79.63,1.13,18001002.0,66.939,2020-06
ECU,85355.0,5702.0,78.24,1.07,18001002.0,66.939,2020-07
ECU,113767.0,6556.0,73.61,1.04,18001002.0,66.939,2020-08
ECU,137047.0,11355.0,51.39,1.03,18001002.0,66.939,2020-09
ECU,168192.0,12670.0,52.78,1.01,18001002.0,66.939,2020-10
ECU,192685.0,13461.0,52.78,1.01,18001002.0,66.939,2020-11
ECU,212512.0,14034.0,73.15,1.08,18001002.0,66.939,2020-12
ECU,250828.0,14859.0,69.44,1.07,18001002.0,66.939,2021-01
ECU,286155.0,15811.0,63.89,1.06,18001002.0,66.939,2021-02
ECU,328755.0,16847.0,57.41,1.05,18001002.0,66.939,2021-03
ECU,381862.0,18631.0,75.46,1.01,18001002.0,66.939,2021-04
ECU,426037.0,20572.0,60.19,0.97,18001002.0,66.939,2021-05
ECU,458504.0,21560.0,55.56,0.99,18001002.0,66.939,2021-06
ECU,487372.0,31631.0,62.04,0.95,18001002.0,66.939,2021-07
ECU,501743.0,32259.0,65.74,0.95,18001002.0,66.939,2021-08
ECU,510177.0,32784.0,51.39,1.02,18001002.0,66.939,2021-09
ECU,517262.0,32980.0,57.87,1.08,18001002.0,66.939,2021-10
ECU,527333.0,33296.0,57.87,1.13,18001002.0,66.939,2021-11
ECU,549418.0,33681.0,61.91,1.26,18001002.0,66.939,2021-12
EGY,710.0,46.0,84.26,1.53,110990096.0,97.999,2020-03
EGY,5537.0,392.0,84.26,1.32,110990096.0,97.999,2020-04
EGY,24985.0,959.0,84.26,1.37,110990096.0,97.999,2020-05
EGY,68311.0,2953.0,73.15,0.96,110990096.0,97.999,2020-06
EGY,94078.0,4805.0,75.93,0.57,110990096.0,97.999,2020-07
EGY,98939.0,5421.0,75.93,1.05,110990096.0,97.999,2020-08
EGY,103198.0,5930.0,70.37,0.94,110990096.0,97.999,2020-09
EGY,107555.0,6266.0,70.37,1.13,110990096.0,97.999,2020-10
EGY,115911.0,6650.0,70.37,1.15,110990096.0,97.999,2020-11
EGY,138062.0,7631.0,70.37,1.26,110990096.0,97.999,2020-12
EGY,165951.0,9316.0,48.15,0.83,110990096.0,97.999,2021-01
EGY,182424.0,10688.0,48.15,0.99,110990096.0,97.999,2021-02
EGY,202131.0,11995.0,44.44,1.05,110990096.0,97.999,2021-03
EGY,227552.0,13339.0,44.44,1.1,110990096.0,97.999,2021-04
EGY,262650.0,15096.0,59.26,0.9,110990096.0,97.999,2021-05
EGY,281282.0,16169.0,40.74,0.61,110990096.0,97.999,2021-06
EGY,284262.0,16524.0,40.74,0.85,110990096.0,97.999,2021-07
EGY,288441.0,16736.0,40.74,1.38,110990096.0,97.999,2021-08
EGY,304524.0,17331.0,40.74,1.14,110990096.0,97.999,2021-09
EGY,331017.0,18651.0,37.04,1.04,110990096.0,97.999,2021-10
EGY,358578.0,20474.0,37.04,1.0,110990096.0,97.999,2021-11
EGY,385575.0,21752.0,40.05,0.99,110990096.0,97.999,2021-12
SLV,395.0,10.0,94.44,1.28,6336393.0,307.811,2020-04
SLV,2517.0,46.0,100.0,1.2,6336393.0,307.811,2020-05
SLV,6438.0,174.0,89.81,1.18,6336393.0,307.811,2020-06
SLV,16632.0,448.0,89.81,1.05,6336393.0,307.811,2020-07
SLV,25729.0,717.0,80.56,0.91,6336393.0,307.811,2020-08
SLV,29077.0,843.0,52.78,1.02,6336393.0,307.811,2020-09
SLV,33826.0,975.0,52.78,1.04,6336393.0,307.811,2020-10
SLV,38941.0,1114.0,47.22,1.04,6336393.0,307.811,2020-11
SLV,46242.0,1327.0,47.22,1.03,6336393.0,307.811,2020-12
SLV,54966.0,1623.0,46.3,0.96,6336393.0,307.811,2021-01
SLV,60181.0,1854.0,46.3,0.94,6336393.0,307.811,2021-02
SLV,64726.0,2006.0,34.26,0.92,6336393.0,307.811,2021-03
SLV,69198.0,2124.0,26.85,1.04,6336393.0,307.811,2021-04
SLV,73702.0,2249.0,26.85,1.18,6336393.0,307.811,2021-05
SLV,78766.0,2381.0,26.85,1.07,6336393.0,307.811,2021-06
SLV,86620.0,2629.0,32.41,0.91,6336393.0,307.811,2021-07
SLV,94060.0,2918.0,32.41,0.54,6336393.0,307.811,2021-08
SLV,104348.0,3234.0,27.78,0.33,6336393.0,307.811,2021-09
SLV,113422.0,3629.0,31.48,0.33,6336393.0,307.811,2021-10
SLV,119803.0,3776.0,31.48,0.4,6336393.0,307.811,2021-11
SLV,121945.0,3824.0,31.48,0.65,6336393.0,307.811,2021-12
EST,745.0,4.0,77.78,1.25,1326064.0,31.033,2020-03
EST,1689.0,52.0,75.0,0.65,1326064.0,31.033,2020-04
EST,1869.0,68.0,50.0,0.97,1326064.0,31.033,2020-05
EST,1989.0,69.0,37.96,0.72,1326064.0,31.033,2020-06
EST,2064.0,69.0,32.41,1.63,1326064.0,31.033,2020-07
EST,2375.0,64.0,32.41,1.3,1326064.0,31.033,2020-08
EST,3371.0,64.0,35.19,1.18,1326064.0,31.033,2020-09
EST,4905.0,73.0,35.19,1.44,1326064.0,31.033,2020-10
EST,12308.0,118.0,43.52,1.22,1326064.0,31.033,2020-11
EST,27990.0,229.0,55.56,1.05,1326064.0,31.033,2020-12
EST,44208.0,419.0,39.79,1.04,1326064.0,31.033,2021-01
EST,65600.0,589.0,38.81,1.21,1326064.0,31.033,2021-02
EST,106424.0,902.0,60.96,0.83,1326064.0,31.033,2021-03
EST,122019.0,1161.0,58.05,0.84,1326064.0,31.033,2021-04
EST,129544.0,1252.0,41.11,0.68,1326064.0,31.033,2021-05
EST,131064.0,1269.0,31.48,0.93,1326064.0,31.033,2021-06
EST,133557.0,1272.0,21.96,1.41,1326064.0,31.033,2021-07
EST,141956.0,1292.0,27.36,1.14,1326064.0,31.033,2021-08
EST,156257.0,1357.0,27.21,1.2,1326064.0,31.033,2021-09
EST,193969.0,1531.0,30.82,1.08,1326064.0,31.033,2021-10
EST,222584.0,1800.0,37.92,0.84,1326064.0,31.033,2021-11
EST,241408.0,1932.0,37.48,1.27,1326064.0,31.033,2021-12
SWZ,285.0,2.0,84.26,0.94,1201680.0,79.492,2020-05
SWZ,812.0,11.0,84.26,1.25,1201680.0,79.492,2020-06
SWZ,2648.0,41.0,80.56,1.02,1201680.0,79.492,2020-07
SWZ,4577.0,91.0,64.81,0.82,1201680.0,79.492,2020-08
SWZ,5482.0,109.0,64.81,0.79,1201680.0,79.492,2020-09
SWZ,5917.0,117.0,48.15,0.87,1201680.0,79.492,2020-10
SWZ,6419.0,122.0,38.89,1.03,1201680.0,79.492,2020-11
SWZ,9358.0,205.0,59.26,1.31,1201680.0,79.492,2020-12
SWZ,15711.0,565.0,69.44,0.68,1201680.0,79.492,2021-01
SWZ,17014.0,652.0,75.0,0.73,1201680.0,79.492,2021-02
SWZ,17337.0,667.0,60.19,0.71,1201680.0,79.492,2021-03
SWZ,18458.0,671.0,47.22,0.2,1201680.0,79.492,2021-04
SWZ,18595.0,673.0,47.22,1.19,1201680.0,79.492,2021-05
SWZ,19084.0,678.0,67.59,0.64,1201680.0,79.492,2021-06
SWZ,25979.0,787.0,66.67,1.51,1201680.0,79.492,2021-07
SWZ,43371.0,1101.0,61.11,0.57,1201680.0,79.492,2021-08
SWZ,45924.0,1220.0,59.26,0.66,1201680.0,79.492,2021-09
SWZ,46421.0,1242.0,53.7,0.99,1201680.0,79.492,2021-10
SWZ,46656.0,1248.0,53.7,4.0,1201680.0,79.492,2021-11
SWZ,66109.0,1303.0,53.24,0.54,1201680.0,79.492,2021-12
ETH,131.0,3.0,80.56,0.69,123379928.0,104.957,2020-04
ETH,1172.0,11.0,80.56,1.71,123379928.0,104.957,2020-05
ETH,5846.0,103.0,80.56,0.47,123379928.0,104.957,2020-06
ETH,17530.0,274.0,80.56,1.21,123379928.0,104.957,2020-07
ETH,52131.0,809.0,80.56,0.93,123379928.0,104.957,2020-08
ETH,75368.0,1198.0,77.78,1.05,123379928.0,104.957,2020-09
ETH,96169.0,1469.0,57.41,0.82,123379928.0,104.957,2020-10
ETH,110074.0,1706.0,51.85,1.08,123379928.0,104.957,2020-11
ETH,124264.0,1923.0,51.85,0.96,123379928.0,104.957,2020-12
ETH,137650.0,2093.0,51.85,1.24,123379928.0,104.957,2021-01
ETH,159072.0,2365.0,37.96,1.13,123379928.0,104.957,2021-02
ETH,206589.0,2865.0,43.52,1.11,123379928.0,104.957,2021-03
ETH,257442.0,3688.0,43.52,0.66,123379928.0,104.957,2021-04
ETH,271541.0,4165.0,43.52,0.72,123379928.0,104.957,2021-05
ETH,276174.0,4320.0,43.52,0.75,123379928.0,104.957,2021-06
ETH,280365.0,4385.0,43.52,1.67,123379928.0,104.957,2021-07
ETH,308134.0,4675.0,43.52,1.09,123379928.0,104.957,2021-08
ETH,345674.0,5582.0,43.52,0.89,123379928.0,104.957,2021-09
ETH,365167.0,6459.0,43.52,0.76,123379928.0,104.957,2021-10
ETH,371536.0,6755.0,43.52,0.82,123379928.0,104.957,2021-11
ETH,420342.0,6937.0,40.74,1.42,123379928.0,104.957,2021-12
FJI,117.0,2.0,60.19,0.81,929769.0,49.562,2021-04
FJI,438.0,4.0,67.59,1.63,929769.0,49.562,2021-05
FJI,4418.0,21.0,86.11,1.52,929769.0,49.562,2021-06
FJI,29781.0,238.0,86.11,1.05,929769.0,49.562,2021-07
FJI,46716.0,496.0,86.11,0.76,929769.0,49.562,2021-08
FJI,51023.0,624.0,88.89,0.72,929769.0,49.562,2021-09
FJI,52141.0,674.0,91.98,0.82,929769.0,49.562,2021-10
FJI,52506.0,696.0,88.13,1.03,929769.0,49.562,2021-11
FJI,53332.0,698.0,85.08,1.8,929769.0,49.562,2021-12
FIN,1672.0,51.0,71.3,1.34,5540745.0,18.136,2020-03
FIN,5336.0,256.0,68.52,0.9,5540745.0,18.136,2020-04
FIN,6974.0,305.0,53.7,0.6,5540745.0,18.136,2020-05
FIN,7259.0,309.0,35.19,0.94,5540745.0,18.136,2020-06
FIN,7467.0,312.0,35.19,1.44,5540745.0,18.136,2020-07
FIN,8202.0,314.0,32.41,1.17,5540745.0,18.136,2020-08
FIN,10239.0,329.0,32.41,1.4,5540745.0,18.136,2020-09
FIN,16444.0,350.0,40.74,1.07,5540745.0,18.136,2020-10
FIN,25521.0,442.0,46.76,1.13,5540745.0,18.136,2020-11
FIN,36422.0,592.0,52.31,0.91,5540745.0,18.136,2020-12
FIN,45546.0,703.0,52.31,1.1,5540745.0,18.136,2021-01
FIN,58095.0,784.0,52.31,1.16,5540745.0,18.136,2021-02
FIN,78043.0,882.0,52.31,0.85,5540745.0,18.136,2021-03
FIN,87131.0,932.0,52.31,0.87,5540745.0,18.136,2021-04
FIN,92715.0,975.0,52.31,0.78,5540745.0,18.136,2021-05
FIN,96009.0,984.0,47.69,1.35,5540745.0,18.136,2021-06
FIN,107458.0,1005.0,38.43,1.31,5540745.0,18.136,2021-07
FIN,127975.0,1057.0,33.8,0.95,5540745.0,18.136,2021-08
FIN,142110.0,1118.0,24.07,1.13,5540745.0,18.136,2021-09
FIN,159424.0,1245.0,24.07,1.11,5540745.0,18.136,2021-10
FIN,188390.0,1478.0,33.37,1.15,5540745.0,18.136,2021-11
FIN,270829.0,1714.0,30.58,1.54,5540745.0,18.136,2021-12
FRA,52229.0,3526.0,87.96,1.52,67813000.0,122.578,2020-03
FRA,168784.0,24349.0,87.96,0.64,67813000.0,122.578,2020-04
FRA,190895.0,28805.0,75.0,1.23,67813000.0,122.578,2020-05
FRA,204160.0,29846.0,51.85,1.07,67813000.0,122.578,2020-06
FRA,227151.0,30268.0,46.3,1.36,67813000.0,122.578,2020-07
FRA,320559.0,30646.0,48.15,1.36,67813000.0,122.578,2020-08
FRA,603998.0,31971.0,49.54,1.14,67813000.0,122.578,2020-09
FRA,1407089.0,36798.0,78.7,1.33,67813000.0,122.578,2020-10
FRA,2262406.0,52743.0,75.0,0.72,67813000.0,122.578,2020-11
FRA,2660676.0,64644.0,63.89,1.09,67813000.0,122.578,2020-12
FRA,3237858.0,76069.0,63.89,1.04,67813000.0,122.578,2021-01
FRA,3797210.0,86440.0,70.37,1.05,67813000.0,122.578,2021-02
FRA,4686013.0,95653.0,68.52,1.12,67813000.0,122.578,2021-03
FRA,5658469.0,104528.0,75.0,0.82,67813000.0,122.578,2021-04
FRA,5709432.0,109544.0,54.63,0.78,67813000.0,122.578,2021-05
FRA,5817787.0,111110.0,44.96,0.99,67813000.0,122.578,2021-06
FRA,6169957.0,111905.0,36.67,1.31,67813000.0,122.578,2021-07
FRA,6794224.0,114483.0,43.46,0.83,67813000.0,122.578,2021-08
FRA,7057937.0,116727.0,42.38,0.83,67813000.0,122.578,2021-09
FRA,7211532.0,117717.0,41.37,1.16,67813000.0,122.578,2021-10
FRA,7720283.0,119193.0,40.58,1.42,67813000.0,122.578,2021-11
FRA,10018021.0,123805.0,43.75,1.57,67813000.0,122.578,2021-12
GAB,276.0,3.0,79.63,1.36,2388997.0,7.859,2020-04
GAB,2655.0,17.0,84.26,1.14,2388997.0,7.859,2020-05
GAB,5394.0,42.0,84.26,1.0,2388997.0,7.859,2020-06
GAB,7352.0,49.0,77.78,0.99,2388997.0,7.859,2020-07
GAB,8533.0,53.0,77.78,0.87,2388997.0,7.859,2020-08
GAB,8766.0,54.0,77.78,0.95,2388997.0,7.859,2020-09
GAB,8968.0,55.0,69.44,1.13,2388997.0,7.859,2020-10
GAB,9214.0,60.0,65.74,1.24,2388997.0,7.859,2020-11
GAB,9571.0,64.0,65.74,1.37,2388997.0,7.859,2020-12
GAB,10748.0,68.0,65.74,1.42,2388997.0,7.859,2021-01
GAB,14564.0,83.0,65.74,1.24,2388997.0,7.859,2021-02
GAB,19550.0,118.0,68.52,1.11,2388997.0,7.859,2021-03
GAB,23075.0,139.0,68.52,1.0,2388997.0,7.859,2021-04
GAB,24429.0,152.0,67.59,0.98,2388997.0,7.859,2021-05
GAB,24984.0,159.0,67.59,1.05,2388997.0,7.859,2021-06
GAB,25384.0,164.0,67.59,1.16,2388997.0,7.859,2021-07
GAB,25888.0,166.0,60.19,1.33,2388997.0,7.859,2021-08
GAB,30155.0,186.0,61.11,1.25,2388997.0,7.859,2021-09
GAB,35525.0,239.0,51.85,0.99,2388997.0,7.859,2021-10
GAB,37342.0,279.0,49.07,0.92,2388997.0,7.859,2021-11
GAB,41798.0,288.0,47.22,0.96,2388997.0,7.859,2021-12
GMB,498.0,9.0,41.2,1.35,2705995.0,207.566,2020-07
GMB,2963.0,96.0,72.22,0.96,2705995.0,207.566,2020-08
GMB,3579.0,112.0,75.93,0.74,2705995.0,207.566,2020-09
GMB,3672.0,119.0,56.48,0.75,2705995.0,207.566,2020-10
GMB,3742.0,123.0,41.67,0.75,2705995.0,207.566,2020-11
GMB,3797.0,124.0,45.37,0.95,2705995.0,207.566,2020-12
GMB,4090.0,128.0,45.37,1.21,2705995.0,207.566,2021-01
GMB,4712.0,150.0,45.37,1.03,2705995.0,207.566,2021-02
GMB,5459.0,165.0,38.89,0.93,2705995.0,207.566,2021-03
GMB,5898.0,174.0,44.44,0.81,2705995.0,207.566,2021-04
GMB,5993.0,179.0,38.89,0.78,2705995.0,207.566,2021-05
GMB,6079.0,181.0,33.33,0.94,2705995.0,207.566,2021-06
GMB,7709.0,212.0,33.33,0.96,2705995.0,207.566,2021-07
GMB,9698.0,319.0,24.07,0.74,2705995.0,207.566,2021-08
GMB,9934.0,338.0,33.33,0.59,2705995.0,207.566,2021-09
GMB,9965.0,340.0,13.89,0.56,2705995.0,207.566,2021-10
GMB,9989.0,342.0,13.89,0.46,2705995.0,207.566,2021-11
GMB,10170.0,343.0,13.89,0.53,2705995.0,207.566,2021-12
GEO,539.0,6.0,96.3,0.95,3744385.0,65.032,2020-04
GEO,783.0,12.0,69.44,1.13,3744385.0,65.032,2020-05
GEO,928.0,15.0,58.33,0.94,3744385.0,65.032,2020-06
GEO,1168.0,17.0,51.85,1.03,3744385.0,65.032,2020-07
GEO,1487.0,19.0,57.41,1.47,3744385.0,65.032,2020-08
GEO,6192.0,36.0,60.19,1.49,3744385.0,65.032,2020-09
GEO,38936.0,307.0,55.56,1.3,3744385.0,65.032,2020-10
GEO,135584.0,1267.0,84.26,1.08,3744385.0,65.032,2020-11
GEO,227420.0,2505.0,84.26,0.74,3744385.0,65.032,2020-12
GEO,258111.0,3178.0,83.33,0.8,3744385.0,65.032,2021-01
GEO,270758.0,3510.0,61.11,0.87,3744385.0,65.032,2021-02
GEO,281761.0,3778.0,64.81,1.19,3744385.0,65.032,2021-03
GEO,310310.0,4110.0,64.81,1.11,3744385.0,65.032,2021-04
GEO,343963.0,4773.0,64.81,0.9,3744385.0,65.032,2021-05
GEO,366078.0,5316.0,25.0,1.13,3744385.0,65.032,2021-06
GEO,419534.0,5820.0,25.0,1.28,3744385.0,65.032,2021-07
GEO,549811.0,7408.0,50.93,0.87,3744385.0,65.032,2021-08
GEO,613012.0,8946.0,47.22,1.0,3744385.0,65.032,2021-09
GEO,719247.0,10045.0,47.22,1.08,3744385.0,65.032,2021-10
GEO,845643.0,12054.0,50.0,0.96,3744385.0,65.032,2021-11
GEO,934741.0,13800.0,44.32,1.02,3744385.0,65.032,2021-12
DEU,61913.0,583.0,76.85,1.46,83369840.0,237.016,2020-03
DEU,159119.0,6288.0,76.85,0.64,83369840.0,237.016,2020-04
DEU,181482.0,8500.0,59.72,0.8,83369840.0,237.016,2020-05
DEU,194259.0,8973.0,63.43,0.94,83369840.0,237.016,2020-06
DEU,208698.0,9141.0,57.87,1.24,83369840.0,237.016,2020-07
DEU,242381.0,9298.0,59.72,1.02,83369840.0,237.016,2020-08
DEU,289219.0,9488.0,49.54,1.18,83369840.0,237.016,2020-09
DEU,518753.0,10452.0,60.65,1.38,83369840.0,237.016,2020-10
DEU,1053869.0,16248.0,67.59,1.02,83369840.0,237.016,2020-11
DEU,1719737.0,33071.0,82.41,0.94,83369840.0,237.016,2020-12
DEU,2216363.0,56945.0,83.33,0.82,83369840.0,237.016,2021-01
DEU,2442336.0,70045.0,81.48,1.03,83369840.0,237.016,2021-02
DEU,2808873.0,76342.0,75.0,1.12,83369840.0,237.016,2021-03
DEU,3381597.0,82850.0,75.0,0.93,83369840.0,237.016,2021-04
DEU,3681126.0,88442.0,69.44,0.63,83369840.0,237.016,2021-05
DEU,3728141.0,90875.0,67.59,0.71,83369840.0,237.016,2021-06
DEU,3766765.0,91637.0,67.59,1.37,83369840.0,237.016,2021-07
DEU,3942856.0,92200.0,43.65,1.32,83369840.0,237.016,2021-08
DEU,4227501.0,93638.0,36.57,1.03,83369840.0,237.016,2021-09
DEU,4559120.0,95606.0,31.4,1.39,83369840.0,237.016,2021-10
DEU,5836813.0,101344.0,48.07,1.17,83369840.0,237.016,2021-11
DEU,7109182.0,111602.0,47.46,1.06,83369840.0,237.016,2021-12
GHA,161.0,5.0,84.26,1.48,33475870.0,126.719,2020-03
GHA,2074.0,17.0,62.04,1.46,33475870.0,126.719,2020-04
GHA,8070.0,36.0,62.04,1.26,33475870.0,126.719,2020-05
GHA,17741.0,112.0,58.33,1.16,33475870.0,126.719,2020-06
GHA,35501.0,182.0,52.78,1.02,33475870.0,126.719,2020-07
GHA,44298.0,276.0,52.78,0.93,33475870.0,126.719,2020-08
GHA,46626.0,301.0,44.44,1.02,33475870.0,126.719,2020-09
GHA,48055.0,320.0,38.89,1.19,33475870.0,126.719,2020-10
GHA,51667.0,323.0,38.89,1.17,33475870.0,126.719,2020-11
GHA,54771.0,335.0,38.89,1.2,33475870.0,126.719,2020-12
GHA,67010.0,416.0,38.89,1.19,33475870.0,126.719,2021-01
GHA,84023.0,607.0,44.44,1.01,33475870.0,126.719,2021-02
GHA,90583.0,743.0,47.22,0.94,33475870.0,126.719,2021-03
GHA,92562.0,779.0,50.93,1.01,33475870.0,126.719,2021-04
GHA,93898.0,785.0,42.59,1.13,33475870.0,126.719,2021-05
GHA,95914.0,796.0,42.59,1.25,33475870.0,126.719,2021-06
GHA,103019.0,823.0,42.59,1.22,33475870.0,126.719,2021-07
GHA,119436.0,1036.0,40.74,1.03,33475870.0,126.719,2021-08
GHA,127482.0,1156.0,40.74,0.87,33475870.0,126.719,2021-09
GHA,130077.0,1175.0,40.74,0.87,33475870.0,126.719,2021-10
GHA,130920.0,1209.0,37.96,0.99,33475870.0,126.719,2021-11
GHA,142986.0,1295.0,51.27,1.17,33475870.0,126.719,2021-12
GRC,1156.0,38.0,84.26,1.08,10384972.0,83.479,2020-03
GRC,2591.0,140.0,84.26,0.68,10384972.0,83.479,2020-04
GRC,2917.0,175.0,62.04,0.83,10384972.0,83.479,2020-05
GRC,3409.0,192.0,44.44,1.18,10384972.0,83.479,2020-06
GRC,4477.0,206.0,61.11,1.53,10384972.0,83.479,2020-07
GRC,10317.0,266.0,59.72,1.08,10384972.0,83.479,2020-08
